@relation dataset

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}


@data
?,0.57,?,?,0.5,?,0.55,0.22,?
0.54,?,0.58,0.4,?,0.0,0.46,?,6
?,?,?,?,?,?,?,?,?
0.46,0.41,0.45,?,?,?,0.48,?,7
?,0.39,0.6,?,0.5,?,?,?,?
0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,?
?,0.47,?,?,0.5,?,?,0.11,?
?,0.45,0.51,?,?,?,?,?,?
?,?,?,0.18,?,?,?,?,7
?,?,0.46,?,?,?,0.45,0.29,?
?,?,?,0.28,?,?,0.5,?,7
0.66,?,?,?,?,0.0,?,?,2
?,?,?,0.46,?,0.0,?,?,?
?,0.58,0.46,0.21,0.5,0.0,0.52,0.22,?
0.32,?,0.51,0.16,?,?,0.55,0.22,?
?,?,0.52,0.17,0.5,0.0,?,?,?
?,?,?,0.13,0.5,?,0.48,?,?
?,?,0.45,?,?,?,0.49,?,?
0.37,?,?,?,?,?,?,?,?
0.44,0.59,0.54,0.18,0.5,?,?,?,7
0.48,?,0.36,0.24,?,0.0,?,0.31,?
0.59,0.49,?,0.22,?,?,?,?,?
?,0.52,0.59,0.25,0.5,?,?,?,?
?,?,?,?,0.5,?,0.46,0.47,?
?,0.13,?,?,0.5,0.0,0.53,?,?
?,?,?,0.35,?,0.0,0.53,?,7
0.52,0.31,0.56,0.16,0.5,?,?,?,7
?,0.48,0.51,0.21,?,?,?,0.22,?
0.49,0.6,?,?,?,?,0.58,0.28,?
?,?,?,?,?,?,0.51,?,?
?,0.47,0.53,?,0.5,?,?,?,?
?,?,0.51,0.24,0.5,?,0.54,?,?
?,0.25,?,0.27,?,?,?,?,?
0.31,0.5,0.54,?,?,?,?,0.31,?
?,?,0.48,?,0.5,0.0,0.42,0.33,?
?,?,0.47,?,0.5,0.0,0.47,?,5
?,?,?,0.21,?,0.0,?,0.54,?
0.5,0.52,?,?,0.5,?,?,?,0
0.62,?,?,?,?,0.0,?,0.42,?
?,?,?,?,0.5,?,0.49,0.73,?
?,0.56,?,?,?,?,0.53,?,0
?,0.48,0.51,0.18,?,?,?,0.27,0
0.51,?,0.51,?,?,?,?,?,0
?,0.48,0.51,?,?,?,0.51,?,0
?,?,0.51,0.18,?,?,0.51,?,?
?,?,?,0.1,?,0.0,0.48,0.31,0
?,?,0.51,?,0.5,?,?,?,?
?,0.39,0.63,?,?,0.0,?,?,?
0.51,?,?,?,?,?,0.48,?,?
0.45,0.45,?,0.3,0.5,?,?,?,0
0.38,?,?,?,?,?,0.47,?,7
?,?,0.6,?,0.5,0.0,0.2,?,7
?,?,?,0.16,0.5,?,?,0.22,?
0.25,?,0.21,?,?,?,?,?,5
?,?,?,?,0.5,0.0,?,?,?
?,0.31,?,?,0.5,0.0,?,0.22,5
?,?,?,?,?,0.0,0.54,?,?
0.83,?,?,?,0.5,?,?,?,2
?,?,?,0.21,?,?,0.48,?,7
0.32,?,?,?,?,?,0.5,?,5
?,0.65,?,?,0.5,0.0,0.57,?,?
?,0.37,?,0.25,?,?,0.3,?,0
0.49,0.55,0.41,?,?,?,0.48,?,?
?,?,?,?,?,0.0,?,0.4,?
?,0.72,0.32,0.3,?,?,?,?,?
?,0.4,?,0.19,0.5,?,?,?,?
0.45,?,?,?,?,?,?,0.38,7
0.46,?,0.38,?,?,?,?,?,5
0.55,0.41,?,?,?,0.0,?,?,?
?,0.18,?,?,?,?,?,?,6
0.66,?,?,0.17,0.5,?,0.47,0.66,7
0.36,?,0.39,0.23,0.5,0.0,0.5,0.22,?
0.48,?,0.56,0.29,0.5,0.0,?,?,?
?,?,?,0.22,?,0.0,?,?,0
?,0.43,0.32,?,?,0.0,?,?,?
?,?,0.42,0.3,?,0.0,0.54,?,?
0.74,0.82,0.46,?,?,?,0.5,0.31,?
?,?,0.46,0.24,0.5,?,?,?,?
0.75,?,0.58,0.22,0.5,?,?,?,?
?,?,0.58,?,0.5,0.0,0.51,0.22,?
?,0.39,0.65,0.16,?,?,0.45,0.22,0
0.51,?,?,?,?,0.0,0.52,?,?
0.41,?,?,?,0.5,?,?,?,?
0.43,0.28,0.41,0.32,?,?,?,?,?
?,?,?,?,?,0.0,0.55,?,?
?,?,?,0.0,0.5,0.0,?,?,0
?,0.48,?,?,?,?,0.4,0.22,0
0.38,0.34,0.55,?,?,0.0,0.48,0.26,0
?,0.54,?,?,?,0.0,?,0.29,?
0.48,?,0.37,?,?,?,?,?,?
0.47,0.47,0.5,?,0.5,?,?,?,7
0.55,?,?,?,?,0.0,?,?,?
?,?,0.61,0.17,0.5,?,?,?,7
?,?,0.53,0.16,?,0.0,0.55,0.26,?
?,?,0.27,0.28,?,0.0,?,0.22,?
?,0.51,?,0.18,?,?,0.46,0.31,?
?,?,0.49,?,?,?,?,?,0
?,?,0.31,0.17,0.5,?,?,?,?
?,?,?,?,?,0.0,0.48,0.31,7
?,0.44,?,?,?,0.0,?,?,0
?,0.49,?,?,?,?,?,?,0
?,?,?,0.16,?,0.0,?,0.22,?
0.5,?,?,?,?,?,?,?,?
0.59,?,0.47,?,?,?,?,0.22,?
0.39,0.47,?,?,?,0.0,?,?,?
?,0.48,?,?,?,?,0.5,?,?
?,?,?,?,0.5,0.0,0.52,0.22,?
?,?,?,0.43,?,0.0,0.53,0.22,0
?,0.52,0.5,?,?,0.0,?,0.22,0
0.49,?,0.52,0.13,0.5,?,0.51,?,?
?,?,?,?,0.5,0.0,0.52,?,?
?,?,0.48,?,0.5,?,?,?,?
?,?,?,0.11,?,0.0,0.51,0.22,?
0.52,0.45,?,0.34,0.5,?,0.52,?,?
?,?,?,0.33,?,?,0.55,?,0
0.55,0.79,?,?,?,0.0,?,0.22,7
?,?,?,?,?,?,0.5,?,7
?,0.58,0.57,?,0.5,0.0,0.52,?,7
?,?,?,0.15,?,?,?,0.33,?
0.41,?,?,?,?,0.0,?,0.33,?
?,?,?,0.15,?,?,?,?,?
?,?,0.52,?,?,?,0.51,?,?
?,0.5,?,?,0.5,0.0,0.51,0.22,?
0.54,0.55,?,?,0.5,0.0,?,0.22,?
?,?,?,?,0.5,0.0,?,0.22,?
?,?,0.5,0.19,?,0.0,0.44,0.22,?
?,?,0.62,0.26,?,?,0.55,?,?
0.38,0.42,0.5,0.19,?,?,?,0.22,?
0.47,0.56,0.58,?,?,?,?,?,0
?,0.32,?,?,?,?,?,?,0
?,?,?,?,?,?,?,?,?
?,?,?,0.25,0.5,?,?,?,?
?,?,?,?,0.5,?,?,?,0
0.44,?,0.51,?,?,0.0,?,0.22,0
0.77,?,?,0.29,0.5,?,0.56,?,?
?,?,0.53,0.15,0.5,0.0,0.49,?,?
?,?,?,?,?,?,0.6,0.22,?
0.8,?,0.43,0.24,?,?,0.54,0.22,3
?,?,0.51,?,?,?,?,?,?
0.55,0.69,0.51,?,?,0.0,?,?,?
?,?,0.53,0.12,0.5,?,?,?,?
0.57,?,0.63,?,0.5,0.0,?,?,7
?,?,0.59,?,?,?,?,0.22,7
?,0.42,?,?,?,0.0,0.48,?,?
?,?,?,0.19,?,?,0.53,0.7,7
?,?,0.54,0.21,?,0.0,0.45,0.22,?
?,?,?,?,?,0.0,0.5,?,?
0.44,?,?,?,?,?,0.52,?,?
?,0.26,?,?,0.5,0.0,?,0.22,?
0.49,0.46,?,0.18,0.5,0.0,?,?,0
0.42,?,?,0.17,0.5,?,?,?,0
?,0.45,0.75,0.21,0.5,?,?,?,0
0.39,?,?,0.17,?,?,0.51,?,0
?,?,?,?,?,?,?,0.22,?
?,?,0.48,0.27,0.5,0.0,?,0.41,0
0.4,?,0.5,?,0.5,?,?,0.39,0
?,0.39,0.39,?,?,0.0,0.5,0.83,5
0.59,0.48,0.41,0.53,0.5,0.0,?,?,5
?,?,0.49,?,0.5,0.0,0.53,?,7
?,?,?,0.29,?,?,0.55,?,?
0.62,?,0.54,?,?,0.0,?,?,?
?,?,0.53,0.12,?,0.0,0.5,0.27,?
?,?,?,0.25,?,0.0,?,?,0
?,0.76,0.51,?,?,?,?,?,0
?,?,0.51,0.24,0.5,0.0,0.49,?,?
?,0.64,?,?,0.5,0.0,0.5,?,?
0.79,?,?,0.19,0.5,?,?,0.35,?
?,?,?,?,?,0.0,?,0.27,7
0.79,?,0.35,?,0.5,?,?,0.28,4
?,0.5,?,?,?,?,?,?,0
?,0.46,0.57,0.17,0.5,?,?,0.22,?
?,?,0.53,?,?,?,0.47,0.22,0
?,0.46,?,0.17,?,0.0,?,?,0
?,?,0.5,?,?,?,?,0.22,?
?,?,?,0.17,0.5,?,?,?,7
?,?,0.61,?,?,0.0,?,0.37,?
?,0.54,?,?,0.5,?,?,?,?
?,?,?,0.12,?,?,0.54,0.31,0
0.56,?,?,?,?,?,?,?,?
0.47,0.46,0.49,?,?,?,?,0.22,?
0.5,?,?,?,?,0.0,?,?,0
?,0.48,0.36,0.26,?,?,0.52,?,5
0.5,0.44,?,0.28,?,?,0.57,?,0
?,?,0.62,?,0.5,?,?,?,?
?,0.7,0.46,?,?,0.0,?,?,?
0.19,?,0.55,?,?,?,?,?,?
?,0.43,?,0.13,?,?,?,?,0
0.42,?,?,?,?,?,?,?,?
0.49,?,0.47,0.28,?,?,0.56,0.54,?
0.42,0.51,?,?,0.5,0.0,0.54,0.22,5
0.34,?,?,?,?,0.0,?,?,?
?,?,0.63,?,?,0.0,?,?,?
0.53,?,?,?,0.5,0.0,0.49,?,?
?,?,?,?,0.5,?,0.6,0.22,?
0.56,?,?,0.13,?,?,0.52,?,?
?,?,0.56,?,?,0.0,?,0.22,?
?,?,0.58,?,?,?,0.41,0.22,0
?,0.35,0.55,?,0.5,?,?,0.22,0
?,?,0.45,0.14,?,0.0,0.53,?,?
?,?,?,?,0.5,?,?,?,?
0.55,0.44,?,0.09,?,?,0.55,0.22,9
?,0.37,?,0.25,?,0.0,0.69,?,6
0.51,?,?,0.55,?,?,0.52,0.58,0
0.36,0.51,0.51,?,?,?,?,0.22,?
0.68,0.68,?,?,?,?,0.62,?,9
?,0.35,0.55,?,?,0.0,?,?,?
?,?,?,?,0.5,0.0,0.54,0.22,9
?,?,0.52,?,?,?,0.55,?,9
?,?,?,?,?,0.0,?,0.22,?
?,?,0.58,0.12,0.5,0.0,?,0.22,?
0.65,?,0.53,0.21,0.5,?,?,?,9
?,?,0.49,?,?,0.0,?,?,?
?,0.54,?,?,?,?,?,?,?
0.4,0.36,?,?,?,0.0,?,0.27,?
0.5,?,?,0.16,0.5,?,0.51,0.31,?
0.65,?,0.47,?,0.5,?,0.52,0.27,0
?,0.48,?,0.2,?,?,?,?,?
?,?,?,0.16,?,0.0,?,?,0
0.63,0.56,?,0.21,?,0.0,0.5,?,?
?,0.68,?,0.36,0.5,?,0.49,0.22,0
?,0.47,0.48,?,0.5,?,0.52,?,9
?,?,0.51,?,0.5,0.0,?,?,?
?,?,0.57,?,?,?,0.59,?,?
?,?,0.35,0.25,0.5,?,?,?,?
?,?,?,?,0.5,?,?,?,7
1.0,0.8,?,?,?,?,?,0.22,?
0.51,0.39,0.56,0.55,0.5,?,0.46,?,?
0.69,?,?,?,?,0.0,?,0.22,?
?,?,?,0.15,?,?,0.53,0.48,?
?,?,?,?,0.5,?,?,0.27,?
?,?,0.41,?,0.5,?,?,?,5
0.45,?,?,0.22,?,?,0.57,?,?
?,?,0.27,?,0.5,?,?,?,3
0.88,?,?,?,?,0.0,0.43,?,4
?,0.49,?,?,?,0.0,?,0.26,5
?,?,0.6,0.28,?,?,?,0.45,?
0.53,0.52,?,?,?,?,?,0.22,0
0.5,?,?,?,0.5,?,?,?,?
?,?,?,0.38,0.5,0.0,?,0.22,3
0.33,?,0.46,0.22,?,?,?,?,5
?,?,?,?,?,?,?,?,?
?,?,?,?,0.5,?,?,0.22,6
?,?,?,0.48,?,?,0.46,0.22,?
0.32,0.3,?,0.38,0.5,?,0.5,0.25,7
0.26,0.3,?,0.15,0.5,?,0.53,0.25,?
?,0.41,?,?,?,0.0,?,?,?
0.45,0.5,?,?,?,0.0,0.52,0.28,?
?,?,0.57,0.28,?,0.0,?,?,?
0.46,?,?,?,?,?,0.49,?,?
?,0.44,?,?,?,0.0,?,?,5
?,0.53,0.36,0.22,?,?,?,0.31,?
?,?,?,?,?,0.0,?,0.68,?
?,0.41,?,0.18,0.5,?,?,?,5
0.4,?,0.47,?,?,?,?,?,7
0.46,?,0.38,0.12,0.5,?,?,?,?
?,?,?,0.31,?,0.0,0.57,?,3
0.29,0.39,0.46,?,?,0.0,?,0.22,?
0.4,?,0.43,?,?,?,0.48,0.22,8
?,0.52,?,?,0.5,?,0.52,0.41,8
?,?,0.4,?,?,0.0,0.49,?,?
0.56,0.71,0.47,?,?,?,?,?,?
?,0.62,?,0.33,?,?,?,?,?
0.77,0.7,?,0.12,0.5,0.0,0.49,?,?
?,0.61,?,0.27,?,0.0,?,?,?
?,?,?,0.23,0.5,?,?,?,?
0.59,?,?,?,0.5,0.0,0.36,?,0
?,?,?,?,?,0.0,0.46,?,6
?,0.68,?,?,?,?,0.51,?,5
?,?,?,?,0.5,?,?,?,3
0.55,0.35,0.36,?,?,0.0,0.51,?,?
?,?,?,0.16,?,?,?,0.22,?
?,?,0.39,0.24,?,?,0.51,?,?
?,0.57,0.39,?,?,?,?,?,4
0.47,?,?,0.27,?,?,?,0.25,?
?,0.56,?,0.18,?,?,0.49,0.22,5
0.51,0.38,0.42,?,?,0.0,0.46,0.34,?
0.32,0.45,0.39,?,0.5,?,?,?,5
?,0.73,?,?,?,0.0,?,?,?
0.54,0.54,0.56,0.18,?,?,0.46,0.29,?
?,0.64,?,?,0.5,?,0.43,0.22,?
?,?,0.36,?,0.5,?,0.53,0.22,?
0.58,?,?,0.32,0.5,0.0,?,0.37,?
?,?,0.36,?,0.5,0.0,0.44,0.22,5
?,?,?,?,?,?,?,?,0
?,?,0.47,?,0.5,0.0,?,0.74,?
0.42,0.71,0.45,?,0.5,?,?,?,?
0.38,0.37,?,0.14,0.5,?,?,0.22,5
?,?,?,0.37,?,?,?,0.25,?
?,?,0.38,?,?,?,0.53,0.22,5
?,0.79,?,0.25,0.5,?,0.52,0.22,?
?,0.65,0.42,?,?,?,0.54,?,?
?,0.4,?,0.19,?,?,0.52,?,?
0.83,0.94,?,?,?,0.0,0.51,0.22,?
?,?,?,?,0.5,0.0,0.45,0.41,?
?,0.38,?,?,0.5,0.0,?,?,?
?,?,0.33,0.17,?,0.0,0.51,0.22,?
?,0.33,?,0.23,?,?,?,?,?
?,?,?,?,?,0.0,?,0.32,5
0.2,?,?,?,?,0.0,0.51,?,?
0.29,0.26,?,?,?,0.0,?,?,5
?,0.46,?,0.36,?,?,?,0.22,?
?,0.66,?,?,?,?,0.53,0.22,?
0.49,0.56,?,?,0.5,?,?,0.22,?
0.86,0.78,?,0.15,0.5,?,0.53,0.22,?
0.38,?,0.57,0.14,?,0.0,?,0.52,?
0.72,?,?,?,?,?,0.44,?,?
0.8,?,?,0.19,?,?,0.49,?,?
0.49,0.55,?,?,?,?,?,0.22,?
0.63,0.71,?,?,?,?,?,0.22,4
?,?,0.3,?,0.5,0.0,?,0.22,?
0.4,?,?,?,?,?,?,?,?
?,?,?,?,0.5,?,?,?,8
?,0.68,?,0.19,0.5,0.0,?,?,?
0.51,?,0.46,0.13,0.5,0.0,?,?,6
0.52,?,?,?,?,0.0,?,?,?
?,?,0.6,0.63,?,?,?,?,?
?,?,?,?,0.5,?,0.54,?,?
?,?,0.46,0.14,?,?,0.54,?,?
?,?,0.49,0.16,?,0.0,?,?,6
0.85,0.85,?,0.31,0.5,?,?,0.42,?
?,?,?,0.26,?,0.0,?,0.16,?
?,?,?,0.44,?,?,0.6,0.69,?
?,0.37,0.4,?,?,?,?,0.41,5
?,?,?,0.86,0.5,?,?,?,?
?,0.4,?,?,?,0.0,?,0.62,?
0.77,0.74,?,?,?,?,?,0.22,3
?,?,?,?,0.5,0.0,0.57,?,?
?,?,?,?,?,?,0.49,?,6
?,?,?,0.23,?,0.0,?,?,0
0.46,?,?,0.54,?,?,?,0.27,6
?,?,0.45,?,0.5,?,?,0.22,?
0.52,0.53,0.58,?,?,0.0,0.5,?,?
0.41,0.47,?,?,?,?,0.53,?,?
0.25,?,?,0.15,0.5,?,?,0.28,7
?,0.56,0.38,0.39,?,?,?,?,?
0.32,0.29,?,?,?,?,?,0.22,?
0.38,0.48,0.57,0.3,?,?,0.41,?,?
0.39,?,?,0.18,?,?,0.48,?,?
0.38,?,0.47,?,?,?,?,0.26,?
0.63,?,?,?,0.5,?,?,0.22,?
0.51,?,?,?,?,?,?,?,6
0.59,0.67,?,0.19,?,0.0,0.48,0.6,?
0.6,?,0.54,0.11,0.5,0.0,?,0.22,?
?,?,0.57,0.17,0.5,0.0,?,?,?
?,?,0.5,0.18,0.5,0.0,0.46,0.22,?
?,0.48,0.54,0.25,?,0.0,?,?,0
?,?,?,0.41,?,?,0.44,?,0
0.38,0.4,0.66,?,?,0.0,?,?,0
?,?,?,0.17,?,0.0,0.53,0.22,?
?,?,0.61,?,0.5,0.0,0.48,?,?
?,0.57,0.36,?,?,0.0,?,?,?
?,0.4,0.6,0.16,0.5,?,?,?,?
?,0.54,?,?,?,0.0,?,0.22,0
