@relation dataset

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}


@data
?,?,0.58,?,?,?,?,?,6
0.36,?,?,?,?,?,0.47,?,7
0.46,?,?,?,?,?,0.48,?,7
0.4,0.39,?,0.23,0.5,?,?,0.31,7
?,0.47,?,?,?,?,?,0.11,?
?,0.47,0.58,0.18,?,0.0,?,0.11,0
0.5,0.45,?,0.19,?,?,0.53,?,0
?,?,?,?,?,?,0.51,?,?
0.44,0.43,0.46,0.28,?,?,?,?,?
0.46,0.5,0.5,?,?,0.0,0.5,?,?
0.66,?,?,0.4,0.5,?,?,?,?
?,0.73,0.49,?,0.5,?,?,?,?
?,?,0.46,?,?,?,?,?,?
?,0.68,?,?,0.5,?,0.55,?,8
0.27,?,?,0.17,?,?,?,?,?
?,?,0.45,0.13,0.5,?,?,?,?
?,?,0.45,?,0.5,?,?,?,?
0.37,?,0.67,0.37,?,?,0.56,?,7
?,?,0.54,0.18,?,?,?,?,?
?,?,?,0.24,0.5,?,?,?,7
?,0.49,?,?,0.5,?,?,?,?
?,0.52,0.59,?,?,?,?,0.22,7
?,0.43,?,?,0.5,?,0.46,?,7
?,?,?,0.16,?,0.0,?,0.51,7
?,?,?,0.35,?,?,?,0.46,?
?,?,0.56,?,?,?,?,?,?
?,0.48,0.51,?,?,?,0.53,0.22,7
?,?,?,0.18,0.5,?,?,?,7
?,?,0.54,?,0.5,0.0,0.51,?,7
0.55,?,?,0.2,0.5,?,?,?,?
0.47,0.32,0.51,?,0.5,0.0,0.54,0.27,?
?,?,0.59,0.27,0.5,?,?,?,?
?,?,?,?,?,?,?,0.31,7
0.25,0.33,?,0.18,0.5,?,?,?,?
0.55,?,?,?,?,0.0,?,0.22,?
?,0.5,?,0.21,?,?,?,?,0
0.5,?,0.51,?,0.5,?,?,?,?
0.62,?,?,0.24,?,?,?,?,?
?,0.52,?,?,0.5,?,0.49,?,?
0.52,?,0.55,?,0.5,0.0,?,?,0
?,0.48,0.51,0.18,?,?,0.52,?,0
?,?,0.51,?,0.5,?,0.51,?,?
0.51,0.48,?,0.26,0.5,?,0.51,?,?
?,?,?,?,0.5,0.0,?,?,?
?,0.46,?,?,?,?,0.48,?,?
?,?,0.51,?,0.5,?,?,0.31,0
0.44,0.39,?,?,0.5,?,0.49,?,?
0.51,?,?,?,?,?,?,?,6
0.45,0.45,?,0.3,?,?,?,0.44,0
0.38,?,0.47,?,?,?,?,0.53,7
?,?,0.6,0.14,0.5,0.0,?,0.25,?
?,0.42,?,0.16,?,?,0.4,0.22,?
0.25,?,?,?,?,?,?,?,?
?,?,0.53,0.39,0.5,0.0,0.59,?,?
0.49,0.31,0.43,?,?,?,0.54,?,5
?,?,?,?,0.5,0.0,?,0.22,?
0.83,?,?,?,?,0.0,?,?,2
0.38,0.51,0.56,0.21,0.5,?,?,?,?
?,?,0.28,?,0.5,0.0,?,?,5
?,0.65,0.38,?,?,?,?,0.22,?
?,0.37,?,0.25,?,0.0,0.3,0.22,?
0.49,?,?,0.19,0.5,?,0.48,?,?
0.3,0.45,0.55,0.19,0.5,0.0,?,?,?
?,?,?,?,0.5,?,?,0.33,?
?,0.4,0.53,0.19,?,0.0,?,0.27,0
0.45,?,?,?,?,?,?,?,7
0.46,0.61,0.38,?,?,?,?,?,?
0.55,?,?,?,0.5,0.0,0.49,?,?
?,?,0.72,0.26,0.5,?,?,0.25,6
0.66,0.65,0.53,0.17,?,0.0,?,0.66,?
?,?,?,?,0.5,0.0,?,0.22,5
?,0.54,?,?,0.5,0.0,?,?,7
0.33,?,?,0.22,?,?,0.55,?,?
?,0.43,?,?,0.5,0.0,?,?,?
0.58,?,?,0.3,?,?,?,0.22,?
0.74,0.82,?,0.24,?,?,?,?,?
?,0.82,0.46,?,?,?,?,0.22,?
?,0.76,?,?,0.5,?,0.49,0.22,?
?,?,0.58,0.16,?,?,0.51,?,?
0.39,0.39,0.65,0.16,?,0.0,?,?,?
?,?,?,0.21,0.5,?,0.52,?,?
0.41,0.35,?,0.22,?,0.0,?,?,0
?,0.28,0.41,?,?,0.0,0.52,?,5
0.41,0.49,?,?,?,?,0.55,0.22,?
0.23,?,0.46,0.0,0.5,0.0,0.43,?,0
?,?,0.45,?,?,0.0,?,?,?
?,?,?,?,?,?,?,0.26,?
?,0.54,?,0.38,?,0.0,0.54,?,?
0.48,?,?,?,?,?,?,0.36,?
?,?,0.5,0.19,0.5,?,0.51,?,?
?,?,0.52,0.16,?,?,0.49,0.64,?
?,?,?,?,0.5,0.0,?,0.61,7
?,?,0.53,?,?,0.0,?,?,7
0.78,0.73,0.27,?,0.5,?,0.56,?,?
?,0.51,?,0.18,?,?,0.46,?,?
0.63,0.64,0.49,?,0.5,?,?,?,?
?,?,?,0.17,?,0.0,?,0.22,?
?,?,0.49,?,?,?,0.48,0.31,7
?,0.44,?,0.37,?,0.0,?,0.36,?
?,?,?,?,?,0.0,0.53,?,?
?,?,0.47,?,?,?,?,?,0
0.5,0.45,?,?,?,0.0,0.52,0.22,0
?,?,0.47,?,?,0.0,0.47,?,0
?,0.47,0.49,?,0.5,?,?,0.26,?
?,0.48,0.52,?,?,?,?,0.22,?
?,?,?,?,?,0.0,?,?,0
0.57,?,0.5,0.43,0.5,0.0,?,?,?
0.61,?,0.5,0.44,0.5,?,?,0.22,0
?,0.51,0.52,0.13,0.5,0.0,?,?,7
?,?,?,?,?,0.0,?,0.22,7
0.63,0.43,0.48,0.11,?,?,?,?,?
0.63,?,?,?,0.5,0.0,?,0.22,?
0.52,0.45,?,?,?,0.0,?,0.44,?
?,?,?,?,0.5,0.0,0.55,?,0
?,?,?,0.25,?,?,?,?,?
?,?,0.63,?,0.5,?,?,?,7
0.63,0.58,0.57,?,?,0.0,?,0.33,?
?,?,?,?,?,0.0,?,?,?
0.41,0.59,?,?,?,0.0,?,?,?
?,0.38,0.5,0.15,0.5,0.0,?,?,7
?,0.17,?,?,0.5,?,?,?,7
?,?,0.59,0.17,0.5,?,?,0.22,?
?,0.55,?,?,0.5,?,?,?,?
?,?,?,0.15,0.5,?,?,?,?
0.38,?,?,?,0.5,?,?,0.22,0
0.33,?,0.62,?,?,0.0,0.55,?,0
?,0.42,0.5,0.19,?,0.0,?,?,?
?,0.56,0.58,0.19,0.5,?,0.44,?,0
0.32,0.32,0.52,?,?,?,?,0.34,?
0.28,?,?,?,?,?,?,0.28,0
?,?,?,?,0.5,0.0,?,?,?
?,0.54,?,?,?,?,?,?,?
?,?,?,?,0.5,0.0,?,?,?
0.77,0.7,0.44,0.29,0.5,?,0.56,?,3
?,?,0.53,0.15,0.5,?,0.49,0.22,?
?,0.79,?,?,?,?,?,?,?
?,?,?,?,0.5,?,0.54,?,?
?,0.55,?,0.13,?,0.0,?,?,0
?,0.69,?,0.12,0.5,0.0,?,0.22,?
0.47,?,?,?,0.5,?,?,?,?
0.57,?,0.63,?,?,0.0,?,?,7
?,0.49,?,?,?,?,?,?,?
?,?,0.53,?,?,0.0,0.48,?,?
0.45,0.36,?,?,?,0.0,?,0.7,?
0.53,?,?,0.21,0.5,0.0,0.45,?,?
0.49,0.5,0.42,0.43,?,?,?,?,?
?,0.49,?,?,?,?,0.52,?,?
?,?,0.53,?,?,0.0,?,?,0
?,?,?,0.18,?,0.0,?,0.22,0
?,0.37,?,0.17,?,0.0,0.51,?,?
?,?,0.75,0.21,?,?,?,?,0
?,0.45,?,?,0.5,?,0.51,?,?
?,0.54,0.53,?,?,0.0,?,?,?
0.54,?,0.48,0.27,?,0.0,?,0.41,?
?,?,?,?,?,?,?,?,?
0.55,?,0.39,0.47,0.5,?,?,?,?
0.59,?,?,?,?,?,0.48,0.56,?
?,?,?,?,0.5,0.0,0.53,0.25,?
?,?,?,?,0.5,0.0,?,?,?
0.62,?,0.54,0.22,0.5,?,0.54,?,0
0.33,0.46,0.53,?,?,?,0.5,0.27,?
0.57,0.36,?,?,0.5,?,?,?,0
?,0.76,?,0.25,?,?,0.59,?,0
?,0.44,0.51,?,?,?,?,0.22,0
0.59,0.64,0.44,0.26,?,?,?,0.22,0
?,?,?,?,?,?,0.47,0.35,0
?,?,0.48,0.34,?,?,?,?,?
?,?,0.35,0.35,?,0.0,0.6,?,?
?,0.5,?,0.2,0.5,0.0,0.52,?,0
0.59,0.46,?,0.17,?,0.0,?,?,?
?,?,?,?,?,0.0,?,0.22,?
0.59,?,?,?,0.5,0.0,0.52,?,0
?,0.73,?,?,0.5,0.0,?,0.22,?
0.5,0.43,0.56,0.17,?,?,?,?,7
0.36,0.52,0.61,?,0.5,?,?,?,?
?,0.54,0.53,0.17,?,?,?,?,?
?,0.51,?,?,?,?,0.54,0.31,?
0.56,0.46,0.51,0.25,0.5,?,0.54,0.22,0
?,0.46,0.49,?,0.5,0.0,?,0.22,?
0.5,?,0.49,?,?,?,0.6,?,0
0.43,0.48,0.36,?,0.5,?,?,?,5
?,0.44,0.57,0.28,?,?,?,0.22,?
0.46,0.47,?,0.3,?,0.0,?,0.22,?
0.59,?,?,?,?,0.0,0.54,0.44,?
?,0.41,0.55,0.13,?,0.0,0.52,0.25,0
0.27,0.43,0.5,?,?,?,?,?,?
?,?,?,?,?,?,0.51,0.42,0
?,0.36,0.47,?,0.5,?,?,?,7
0.42,?,0.33,?,?,?,?,?,?
?,0.42,0.48,?,?,0.0,?,?,7
0.6,?,?,0.22,?,?,?,0.49,7
?,?,?,?,0.5,?,?,0.38,7
?,0.39,?,?,?,?,?,?,0
?,0.49,0.47,?,?,?,?,?,?
?,0.59,?,0.09,?,0.0,?,?,?
?,0.28,?,0.44,?,0.0,?,?,0
?,?,?,?,?,?,?,0.22,0
?,?,?,0.14,0.5,?,0.53,?,?
?,0.49,0.6,0.18,?,?,?,0.22,7
0.55,0.44,?,?,?,0.0,0.55,0.22,?
0.66,0.37,?,0.25,?,0.0,?,0.22,?
0.51,?,?,?,?,?,?,0.58,?
0.36,0.51,0.51,0.17,?,?,?,?,9
?,0.68,?,?,?,?,0.62,?,9
?,0.35,?,?,0.5,?,?,0.22,9
?,0.59,?,0.15,?,?,?,0.22,?
?,0.37,0.52,0.15,0.5,?,?,?,?
0.64,?,?,0.15,?,0.0,0.54,?,9
0.48,?,?,?,0.5,?,0.49,?,?
?,?,?,0.21,?,?,0.51,?,9
?,?,0.49,?,?,?,0.39,0.27,?
?,?,0.32,?,?,0.0,?,?,?
?,?,?,0.16,0.5,?,0.51,0.27,?
0.5,0.55,0.52,0.16,0.5,?,0.51,?,0
?,0.63,?,?,?,0.0,0.52,?,?
?,?,?,?,?,?,0.51,0.22,?
0.25,?,?,?,?,0.0,0.43,?,?
0.63,?,?,?,?,?,0.5,?,0
?,0.68,?,?,?,?,0.49,?,?
?,?,0.48,0.17,?,?,?,0.26,?
?,0.52,?,?,0.5,0.0,?,?,?
?,?,0.57,0.17,0.5,?,0.59,?,?
?,?,?,?,0.5,?,0.49,?,3
0.64,?,?,0.17,?,0.0,?,?,?
?,?,?,0.36,?,?,?,0.22,?
?,?,?,0.55,?,0.0,?,0.64,?
0.69,0.66,0.36,?,?,?,?,0.22,?
?,0.45,?,?,?,0.0,0.53,?,?
0.49,?,0.36,0.15,?,?,?,0.27,5
?,?,?,0.27,?,0.0,?,?,?
?,?,?,?,?,?,0.57,?,?
0.77,?,?,0.37,?,0.0,0.49,0.22,?
?,?,0.41,?,0.5,?,?,0.22,?
0.49,?,?,?,?,0.0,?,?,?
0.57,0.53,?,?,?,0.0,?,?,?
?,?,?,0.27,0.5,?,?,0.22,0
?,?,?,0.31,0.5,0.0,?,?,?
?,0.79,0.41,?,?,?,0.54,0.22,?
0.33,0.49,?,?,0.5,0.0,0.53,?,?
?,?,0.46,?,?,0.0,0.53,?,?
0.45,?,?,0.29,0.5,0.0,0.42,?,?
0.59,?,?,?,?,?,?,?,?
0.32,?,?,?,?,?,?,0.25,7
0.26,0.3,0.37,0.15,?,?,?,0.25,5
0.28,?,0.46,0.18,?,?,?,?,?
?,?,?,0.16,0.5,0.0,?,0.28,?
?,0.25,?,?,0.5,?,?,?,0
?,?,0.55,?,?,?,0.49,?,6
?,?,?,0.22,?,?,?,?,?
?,0.53,0.36,0.22,?,?,?,?,5
?,?,0.47,?,?,0.0,?,?,?
0.43,0.41,?,?,0.5,?,?,?,?
?,0.44,?,0.25,?,0.0,0.54,0.56,7
0.46,0.59,0.38,0.12,?,?,0.5,0.22,5
?,0.82,?,0.31,?,0.0,?,?,3
0.29,0.39,?,?,?,?,?,?,?
?,?,?,?,?,?,0.48,?,?
?,0.52,0.46,0.2,0.5,?,0.52,0.41,?
0.43,0.6,?,?,?,0.0,?,0.29,5
0.56,?,?,?,?,0.0,0.52,?,6
?,0.62,0.26,?,?,0.0,0.55,?,5
?,?,0.37,0.12,?,?,?,?,?
0.47,?,0.32,0.27,0.5,0.0,?,?,?
0.71,0.51,?,?,0.5,?,0.3,0.32,4
?,?,?,?,?,0.0,0.36,?,0
0.58,?,0.52,0.7,?,?,?,?,?
0.3,?,?,0.17,?,0.0,?,?,?
0.74,0.73,0.32,?,?,0.0,?,?,?
0.55,?,?,?,0.5,0.0,?,0.22,?
0.35,0.32,0.31,0.16,0.5,?,0.56,?,5
0.67,?,?,?,0.5,0.0,?,?,?
0.69,?,?,?,0.5,0.0,?,?,4
0.47,?,?,0.27,?,?,0.47,?,?
0.39,0.56,0.34,0.18,?,0.0,?,0.22,?
0.51,?,?,0.21,0.5,0.0,0.46,?,?
?,?,0.39,?,?,?,0.45,0.22,5
?,?,0.35,0.33,0.5,?,0.49,0.28,?
0.54,0.54,?,?,0.5,?,0.46,0.29,?
?,?,?,?,?,?,?,?,?
?,?,0.36,?,?,0.0,0.53,?,?
?,?,0.45,?,?,?,?,?,7
?,?,0.36,?,?,?,?,?,?
0.64,0.44,?,?,0.5,0.0,?,?,?
?,?,0.47,0.17,?,?,?,?,?
?,0.71,?,0.15,0.5,?,?,?,?
0.38,?,0.36,0.14,?,0.0,?,0.22,5
?,?,?,?,?,0.0,0.53,?,7
?,0.56,?,0.16,?,0.0,?,0.22,5
?,?,0.43,?,?,0.0,?,0.22,2
0.63,?,0.42,?,?,?,0.54,0.27,?
?,?,?,?,?,?,?,?,7
?,?,0.32,?,?,0.0,0.51,?,?
?,0.76,?,?,?,?,?,?,?
?,0.38,0.47,0.14,?,?,?,?,7
0.38,0.67,0.33,0.17,?,?,0.51,0.22,?
0.39,0.33,?,?,?,0.0,?,0.22,?
0.5,?,?,?,?,0.0,0.45,?,?
?,0.6,?,0.29,?,?,0.51,0.22,5
?,?,0.43,0.17,0.5,0.0,0.55,0.3,?
?,0.46,?,?,?,?,?,0.22,5
?,?,0.52,?,?,?,?,?,?
0.49,0.56,0.37,?,0.5,0.0,?,?,5
0.86,0.78,0.34,?,?,?,0.53,0.22,?
?,?,?,?,?,?,?,0.52,?
?,0.73,?,0.28,?,0.0,?,?,3
0.8,?,0.47,0.19,?,?,?,0.22,3
0.49,?,?,?,?,?,?,?,5
0.63,?,0.44,?,?,0.0,0.52,?,?
?,0.68,?,?,?,?,0.55,?,?
?,?,0.49,?,0.5,0.0,0.51,?,7
?,0.63,?,0.18,?,0.0,0.5,?,?
?,0.68,0.35,?,?,0.0,0.53,0.43,3
?,?,?,?,0.5,0.0,?,?,6
?,?,0.34,?,?,?,?,?,?
?,0.5,?,0.63,?,0.0,0.38,0.16,?
?,?,?,0.15,?,?,0.54,?,?
?,0.29,?,?,?,?,0.54,0.66,7
?,0.67,?,0.16,0.5,?,?,0.28,?
?,?,?,?,0.5,?,0.55,?,?
?,0.48,0.61,?,?,0.0,0.5,?,7
0.41,?,?,0.44,0.5,0.0,0.6,0.69,?
?,0.37,0.4,0.45,?,?,0.48,0.41,5
0.57,0.59,?,?,0.5,?,?,?,7
?,0.4,0.39,0.19,?,?,?,0.62,?
?,?,?,?,?,?,0.45,?,3
0.47,?,?,0.19,?,?,?,0.22,?
?,?,?,0.2,0.5,?,?,?,?
?,?,?,?,?,0.0,?,0.7,0
0.46,0.62,0.46,?,?,0.0,?,?,?
?,?,0.45,?,?,0.0,?,?,?
?,?,?,0.69,?,?,?,0.22,6
0.41,0.47,0.5,?,0.5,0.0,?,?,?
0.25,0.4,?,?,0.5,0.0,?,?,?
?,?,0.38,?,0.5,0.0,?,0.57,7
?,0.29,0.29,?,?,0.0,0.52,?,?
?,?,?,0.3,0.5,?,0.41,0.11,?
?,?,0.47,?,?,0.0,0.48,0.22,?
?,?,?,0.18,0.5,?,?,?,?
0.63,?,0.5,0.48,0.5,?,?,0.22,6
0.51,0.45,?,0.25,?,?,?,?,?
?,?,0.54,?,?,0.0,0.48,0.6,?
0.6,0.61,0.54,?,0.5,?,0.46,?,?
0.48,?,0.57,0.17,0.5,0.0,?,0.22,?
?,?,0.5,?,?,0.0,0.46,0.22,?
?,0.48,0.54,?,?,?,0.5,?,?
0.38,0.32,0.64,0.41,0.5,?,0.44,?,?
0.38,?,0.66,?,?,?,?,?,?
?,0.62,0.43,?,?,0.0,?,0.22,?
?,0.43,?,?,0.5,?,0.48,?,?
?,0.57,?,?,0.5,?,0.56,0.22,?
?,0.4,?,?,0.5,?,?,?,?
?,?,?,?,0.5,?,?,?,0
