@relation dataset

@attribute class {B, C, D, E, F, H}
@attribute largest_spot_size {A, H, K, R, S, X}
@attribute spot_distribution {C, I, O, X}
@attribute Activity {1, 2}
@attribute Evolution {1, 2, 3}
@attribute Previous_24_hour_flare_activity_code {1, 2, 3}
@attribute Historically-complex {1, 2}
@attribute Did_region_become_historically_complex {1, 2}
@attribute Area {1, 2}
@attribute Area_of_the_largest_spot {1, 2}
@attribute C-class_flares_production_by_this_region {0, 1, 2, 3, 4, 5, 6, 8}
@attribute M-class_flares_production_by_this_region {0, 1, 2, 3, 4, 5}
@attribute X-class_flares_production_by_this_region {0, 1, 2}


@data
C,S,?,1,?,?,?,2,?,1,?,?,0
F,A,?,?,?,?,?,?,1,1,1,0,0
E,?,?,?,?,?,?,2,1,1,?,?,0
?,S,?,?,?,1,?,2,?,?,0,0,?
?,R,X,1,3,?,?,?,?,?,0,0,?
?,?,?,1,?,1,?,2,?,?,?,0,?
?,?,I,?,2,?,?,?,1,?,?,0,0
?,A,O,1,?,?,2,2,1,?,?,0,0
?,S,X,1,?,?,2,?,?,?,?,?,?
?,S,?,1,?,?,?,2,?,?,?,?,?
?,?,?,?,2,1,?,?,1,1,?,0,0
?,X,?,1,3,1,?,2,1,1,0,0,0
F,A,I,?,?,1,2,?,?,?,1,?,?
?,?,?,1,?,1,?,2,?,?,0,?,0
?,A,?,1,?,?,?,?,1,?,?,0,?
?,?,?,?,3,?,?,?,1,1,?,0,?
?,X,O,?,?,?,?,?,1,?,?,?,?
?,?,?,?,?,1,1,?,?,?,0,?,?
?,X,?,?,?,?,?,?,1,?,0,?,0
?,?,?,?,?,?,2,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,1,0,?,?
?,?,X,1,?,1,1,2,?,?,?,0,0
C,R,?,?,?,1,?,?,?,?,?,?,0
B,?,?,?,?,1,?,2,?,1,?,?,?
H,S,?,1,2,?,?,?,?,?,?,?,0
?,?,?,?,2,?,?,?,?,?,?,?,0
C,?,?,1,?,1,1,?,1,?,0,0,?
?,?,I,?,3,?,?,?,1,?,0,0,?
H,R,?,1,?,?,1,?,?,1,?,0,?
B,?,O,1,2,?,1,?,1,?,?,0,?
?,?,O,?,2,?,?,?,?,1,0,0,0
H,S,?,?,2,?,?,1,?,1,?,0,?
B,?,I,1,3,1,?,?,?,1,?,0,?
H,S,?,?,2,1,1,?,?,?,0,?,0
H,?,?,?,?,1,1,?,?,1,?,?,?
?,A,?,1,2,?,2,?,?,1,?,?,0
?,X,O,1,?,?,1,?,?,1,?,0,?
?,X,I,?,3,?,?,2,1,?,0,?,0
?,?,O,1,?,1,1,2,?,1,?,0,?
?,?,X,?,?,?,2,1,?,1,0,0,?
C,R,?,?,?,?,?,?,?,?,0,?,?
C,?,O,1,?,1,?,?,?,1,?,?,0
H,?,?,?,3,?,?,2,?,?,?,?,?
?,?,?,?,?,1,?,?,?,1,?,?,?
?,X,O,?,3,1,1,?,1,?,?,?,?
?,?,X,1,?,1,2,1,?,?,?,?,0
C,?,O,1,?,1,1,?,?,?,?,?,0
?,S,X,1,3,?,?,2,1,?,?,0,0
C,?,?,1,2,?,?,?,1,?,?,0,0
?,?,?,?,3,?,?,2,?,1,?,?,0
?,?,?,?,2,?,2,1,1,?,?,?,?
?,?,?,?,?,1,1,?,?,?,1,?,?
?,?,?,?,1,1,?,2,?,1,?,0,?
?,S,I,1,?,?,?,?,?,?,?,0,?
?,?,?,?,?,1,2,?,1,1,0,?,?
?,?,?,?,2,1,?,?,1,?,0,?,0
?,S,?,?,?,?,?,2,1,1,?,0,?
?,X,O,?,2,1,?,2,1,?,?,?,0
C,?,?,1,2,?,1,?,?,?,?,0,?
?,A,?,1,3,?,?,?,?,?,0,?,0
?,X,O,2,?,?,1,?,?,?,?,?,0
?,?,X,?,?,?,?,?,?,?,0,?,?
?,R,?,1,?,?,?,2,?,?,?,?,?
?,R,O,?,?,?,1,2,?,?,0,0,?
?,?,O,1,3,1,?,?,1,1,0,?,?
?,S,?,?,?,1,1,2,1,1,?,?,?
H,A,?,?,?,?,2,?,1,?,?,?,?
B,?,?,?,?,?,?,?,1,?,?,0,0
H,?,X,?,?,?,?,?,?,?,?,0,?
?,?,?,?,?,?,1,?,1,?,?,?,?
?,?,?,?,2,?,?,?,1,?,?,?,?
?,?,O,1,?,1,1,?,?,?,?,?,0
H,?,?,?,?,1,2,?,?,?,?,0,0
H,?,?,1,3,1,?,2,?,1,0,0,?
?,?,O,?,?,?,?,?,?,?,0,0,?
H,R,X,1,?,1,?,2,1,1,?,?,0
H,S,?,1,2,?,1,?,?,1,?,?,0
C,?,?,?,3,?,?,?,1,?,?,?,0
H,?,?,1,?,?,?,?,?,?,0,0,?
?,H,?,1,?,?,?,?,1,1,?,?,?
B,?,O,1,3,1,1,?,?,?,0,?,?
?,?,?,?,2,1,?,2,?,?,?,0,?
C,?,?,1,2,?,?,?,?,?,?,?,?
?,?,?,?,?,1,?,?,1,?,?,?,0
?,S,?,?,?,?,?,2,?,1,?,0,?
?,?,?,2,?,1,?,?,?,?,?,0,?
?,?,?,?,3,?,?,2,?,?,1,?,0
?,S,?,?,?,?,?,2,?,?,?,?,?
?,?,?,?,2,?,?,?,?,?,?,?,?
?,S,?,?,?,?,?,?,1,?,0,?,?
?,?,?,2,?,1,?,?,?,1,0,?,?
?,?,?,?,?,?,?,?,1,1,0,?,0
?,?,?,?,3,1,?,?,?,?,?,?,?
B,?,?,?,?,1,1,?,1,?,?,0,?
H,S,?,?,?,?,1,?,?,?,0,?,?
?,A,?,?,3,?,?,1,1,1,?,0,?
?,?,?,1,?,1,?,?,1,?,?,?,?
?,A,?,?,2,?,?,1,?,?,0,?,?
?,?,X,?,2,?,?,?,?,?,?,0,?
H,?,X,?,?,?,?,?,?,1,?,0,?
D,?,?,?,?,1,?,?,?,?,?,?,0
?,?,?,1,?,?,?,?,?,?,?,0,?
?,R,?,?,?,1,?,?,1,?,1,0,0
D,A,I,?,?,?,?,?,1,?,?,1,?
C,?,?,?,?,?,1,2,1,?,0,0,?
?,S,?,1,2,?,?,1,?,1,?,0,0
?,?,X,1,2,?,?,1,1,?,0,0,0
C,?,?,?,?,1,1,2,?,?,?,?,?
?,?,O,1,3,?,1,2,1,?,0,?,?
?,S,?,?,2,1,?,?,?,?,0,0,?
H,S,?,1,?,1,?,?,?,1,0,?,?
D,A,?,?,?,1,?,2,?,1,3,?,?
H,S,?,1,2,?,1,2,1,?,?,0,0
D,R,?,?,3,1,1,?,?,?,0,?,?
?,?,I,?,?,?,?,?,1,?,?,1,?
?,?,O,?,3,1,1,2,1,?,0,0,0
?,S,X,?,2,?,?,?,?,?,?,?,?
?,S,?,1,?,?,?,?,?,?,0,0,?
?,S,?,?,2,1,1,?,?,1,0,0,?
?,S,?,?,?,?,?,1,?,?,2,0,0
D,?,?,?,?,1,?,?,1,1,0,0,?
?,S,?,?,?,?,1,?,1,1,0,?,?
C,R,?,2,?,?,1,2,?,?,0,0,0
D,S,O,2,2,2,?,2,?,?,?,?,0
?,R,?,?,?,?,?,?,?,1,?,?,?
H,?,X,1,3,1,1,?,1,1,?,?,0
?,?,?,1,?,?,1,?,1,?,?,0,0
C,?,?,?,3,?,1,?,?,?,3,0,0
?,?,I,?,3,1,1,2,?,1,?,0,?
?,S,O,1,?,?,2,?,?,?,0,0,0
?,S,?,1,?,?,?,?,?,1,?,?,?
?,?,O,?,?,?,?,2,1,1,0,?,0
?,?,O,?,?,?,2,?,?,?,?,0,0
H,?,X,?,?,1,?,2,?,?,0,0,?
?,?,O,?,1,1,?,2,?,?,?,0,?
?,S,?,1,3,?,1,?,1,?,0,?,?
D,?,?,?,3,?,1,2,?,?,?,0,0
?,?,?,1,3,1,2,?,?,?,?,?,?
H,S,X,?,2,1,?,1,?,?,0,?,?
?,?,?,?,2,1,?,?,1,?,0,0,?
?,?,?,1,2,?,?,2,?,?,0,?,?
H,?,X,1,?,?,?,?,1,?,0,0,0
?,S,?,?,?,1,1,?,1,1,0,0,?
C,?,?,1,?,1,1,2,?,1,0,?,?
?,?,?,2,3,?,2,?,?,1,2,0,0
?,?,?,?,?,?,?,2,?,?,3,?,0
H,?,?,?,?,?,?,?,1,?,?,?,?
C,?,O,1,?,?,1,2,1,1,?,0,?
?,S,?,?,3,1,?,?,?,?,0,?,?
C,R,?,?,?,?,?,2,?,1,0,?,?
H,S,?,?,?,?,2,?,?,1,?,0,0
?,?,O,1,2,1,?,?,?,1,0,0,?
C,?,O,?,?,1,?,?,?,?,0,?,?
?,K,I,2,3,?,?,?,?,?,?,?,?
?,?,?,?,?,1,2,?,1,?,?,0,0
?,S,?,1,3,?,2,1,?,?,0,?,0
?,?,O,?,3,?,?,2,?,?,0,0,?
B,X,?,?,3,?,?,?,?,?,?,?,0
?,?,?,?,?,?,?,?,?,?,1,?,0
H,S,X,?,2,?,?,?,?,1,0,?,?
?,R,?,?,1,?,?,?,?,?,?,?,0
?,?,X,?,?,?,?,2,?,1,?,0,0
?,?,?,1,?,1,?,2,1,?,0,?,?
?,?,?,?,?,?,?,?,?,?,0,0,0
?,?,?,2,?,?,2,2,?,1,1,?,0
?,?,I,2,3,1,2,2,1,1,?,0,0
?,?,X,1,2,?,?,?,?,?,0,?,?
?,?,?,?,2,?,?,?,?,?,?,?,0
?,?,?,1,3,?,1,?,?,?,?,0,?
D,?,?,?,3,1,1,?,?,?,2,?,0
H,?,?,1,?,?,2,?,1,?,?,0,?
H,?,?,1,?,1,?,?,1,1,0,?,0
?,?,X,?,?,1,?,2,1,?,?,?,?
?,?,O,1,2,?,?,?,?,?,3,?,?
D,?,O,1,2,?,?,2,?,?,0,0,0
?,?,?,?,?,?,2,1,1,?,0,?,0
D,S,?,?,?,?,1,?,?,1,0,?,?
?,S,O,?,?,3,?,2,?,?,0,0,?
B,?,?,?,?,?,?,?,1,1,0,?,?
?,?,X,?,3,1,?,?,?,1,?,?,?
H,?,X,?,?,?,?,2,1,1,?,?,?
?,?,?,?,?,1,1,?,?,?,0,?,?
?,K,?,?,2,?,2,?,1,1,3,?,?
?,S,?,1,2,?,?,2,1,1,0,0,0
H,S,X,?,3,?,?,1,1,1,0,?,0
?,?,O,1,?,1,1,?,1,?,0,0,?
?,A,I,?,?,1,1,?,?,1,?,?,0
C,?,?,?,2,?,?,2,?,?,?,?,0
?,?,O,1,3,?,1,2,1,?,?,0,0
?,?,?,?,2,?,2,2,1,1,?,0,0
H,?,X,1,?,?,?,2,?,?,?,0,0
?,S,?,1,?,?,?,2,?,1,0,?,0
D,?,I,?,?,?,?,?,?,1,?,0,?
C,S,?,?,2,?,?,?,?,1,?,?,?
H,S,?,?,3,1,?,1,?,?,0,0,?
?,?,?,?,1,1,1,2,?,1,?,?,?
D,A,?,1,3,?,?,?,1,1,?,?,?
C,?,O,1,2,?,?,?,?,?,0,?,?
D,R,?,1,3,1,1,2,?,1,?,?,0
?,?,?,1,?,?,?,?,1,?,0,0,?
?,?,?,?,?,?,?,?,1,?,?,0,?
?,A,?,1,?,1,2,2,?,?,0,?,0
C,?,?,1,1,?,?,?,1,?,0,?,?
H,?,X,?,?,?,?,?,1,?,0,?,0
?,?,?,1,?,?,?,?,1,?,0,0,?
E,A,C,?,2,?,?,?,1,1,0,?,?
D,?,?,?,3,?,?,?,?,1,?,?,?
D,?,I,1,3,?,1,?,?,?,0,0,0
?,?,?,?,?,?,1,2,1,1,0,?,0
?,S,I,1,?,?,?,?,?,1,0,0,?
?,?,X,?,?,?,?,2,?,1,0,0,0
?,A,?,?,2,3,2,2,?,1,0,?,?
C,?,O,?,?,?,2,2,?,1,0,0,0
H,S,?,?,?,1,?,1,1,?,?,?,?
?,?,?,1,3,?,1,?,?,1,?,0,?
?,?,I,?,2,1,?,?,?,?,?,0,?
?,?,I,?,3,1,?,?,1,?,?,?,?
D,?,?,?,?,1,2,?,1,?,?,?,?
?,?,?,1,3,1,?,2,?,?,0,?,?
?,?,?,1,3,1,?,?,1,1,?,0,?
H,?,?,?,?,?,?,2,?,1,0,?,?
?,S,?,?,?,1,?,1,1,1,0,?,?
?,?,O,1,2,?,?,?,?,?,0,0,0
?,S,?,1,?,1,?,2,?,1,0,?,?
H,?,?,1,?,?,2,1,?,?,0,0,0
D,K,?,?,?,?,?,?,?,?,?,?,?
B,X,?,?,?,?,?,?,?,?,0,?,?
?,?,I,?,?,?,2,?,1,1,?,0,0
D,K,?,1,3,1,?,?,?,1,?,0,?
H,?,?,?,3,1,?,?,?,1,1,?,?
H,S,?,?,3,1,?,?,1,?,0,0,0
H,?,?,?,1,1,2,2,1,?,?,0,?
?,S,X,?,?,?,?,1,?,?,?,?,?
?,A,?,1,?,?,2,2,1,1,?,0,?
?,K,?,1,?,?,2,2,2,1,0,?,?
E,?,?,2,3,1,?,?,2,1,?,?,?
D,A,I,1,3,?,?,2,?,?,0,2,?
?,?,?,1,?,?,1,2,?,1,0,0,0
?,?,?,1,?,?,1,?,1,1,0,?,?
?,X,?,?,?,1,1,?,1,?,?,0,0
H,S,X,?,2,1,?,1,?,1,?,0,?
D,A,?,1,?,1,2,2,1,?,1,0,?
?,?,?,?,?,?,2,2,?,?,0,0,0
?,K,?,?,?,?,?,?,?,1,?,?,?
?,?,C,?,?,?,?,?,?,?,?,?,2
?,?,?,1,?,1,?,?,?,?,0,?,0
H,S,?,?,?,?,1,2,1,?,?,0,?
D,?,?,?,3,?,?,?,?,?,0,?,0
?,?,O,1,?,?,1,2,?,?,?,?,?
H,?,?,1,2,1,1,1,?,?,?,?,0
?,?,?,?,?,1,?,2,1,?,?,?,0
H,S,X,1,2,?,?,?,?,1,?,0,?
?,?,O,?,1,?,2,?,?,1,0,?,?
?,K,C,2,3,3,?,?,?,1,?,?,?
F,?,?,1,?,?,?,2,2,1,0,?,0
E,?,?,?,3,3,?,?,?,?,?,?,?
C,R,?,1,?,?,1,2,?,1,0,?,0
?,?,?,?,?,?,?,2,?,?,?,?,?
D,?,?,?,3,1,?,?,?,?,?,0,0
?,?,O,?,?,?,?,2,1,1,0,0,?
H,S,X,?,?,1,?,1,?,?,0,?,0
?,?,?,?,2,1,?,2,?,?,?,0,?
?,?,?,?,?,?,2,?,1,?,0,?,0
?,?,X,?,?,?,2,?,?,?,0,0,0
E,?,?,2,?,?,?,?,?,1,2,?,?
E,K,I,?,?,?,2,?,?,?,?,0,0
E,K,C,?,2,?,?,?,?,?,0,?,0
?,?,?,?,2,?,1,?,1,?,0,?,0
E,?,?,?,?,1,2,?,?,?,?,?,?
?,?,?,1,?,1,?,2,?,?,0,?,0
?,S,?,?,2,?,1,1,?,?,0,0,?
?,?,?,?,3,1,1,?,?,?,?,?,0
?,?,X,?,?,?,?,?,?,?,?,0,0
?,?,?,2,?,?,?,?,2,1,?,?,?
?,?,?,?,?,?,?,2,?,1,?,?,?
H,?,?,1,2,1,?,2,1,?,?,?,?
?,?,O,?,2,1,?,?,?,1,0,0,0
?,R,?,?,?,?,2,2,1,1,0,?,?
?,S,X,1,2,?,1,?,?,1,0,?,0
?,R,X,?,?,?,?,?,1,1,0,?,0
?,?,?,?,3,?,?,?,?,?,0,?,0
?,?,?,1,?,?,1,?,?,?,0,?,?
?,?,C,2,?,?,2,?,?,?,0,?,?
?,?,?,2,2,?,?,?,?,1,?,0,?
?,?,?,1,3,1,?,2,?,1,?,0,0
?,?,?,?,?,?,1,?,?,?,?,0,?
?,S,O,?,?,1,2,2,?,?,?,?,0
?,A,?,1,2,?,?,2,?,1,?,?,?
?,?,X,?,3,1,?,1,?,1,?,?,0
?,?,?,?,?,1,?,?,?,?,0,?,0
H,?,?,1,2,1,?,1,1,1,0,?,?
?,S,?,1,?,1,1,2,?,1,?,?,?
?,?,?,?,2,?,?,?,?,1,0,?,0
?,?,C,?,3,1,?,2,2,?,?,?,0
?,?,I,?,2,?,?,2,?,?,0,?,?
?,S,?,1,?,?,2,2,1,?,?,?,?
D,?,?,?,?,?,?,?,1,?,?,?,?
H,A,X,?,?,?,?,?,?,?,?,?,?
B,X,?,?,?,1,?,?,1,1,0,0,?
?,S,?,?,3,?,?,1,?,?,?,?,?
D,?,?,?,3,?,?,2,?,1,0,?,?
D,?,O,1,?,1,2,?,?,1,?,?,?
D,?,?,?,?,?,1,2,?,1,?,?,0
?,?,?,?,?,?,2,2,1,?,?,0,?
?,?,?,?,?,1,2,2,1,?,0,0,0
?,?,?,?,2,?,?,2,?,?,0,?,0
?,A,?,1,1,?,2,?,1,1,?,?,?
?,?,X,?,?,1,?,1,?,1,0,0,0
H,?,X,?,?,?,?,1,?,?,?,?,0
?,A,?,?,2,?,?,2,?,1,?,?,0
?,H,?,?,3,?,?,?,1,?,0,?,?
?,?,O,1,3,?,?,2,1,?,?,?,?
H,?,?,1,?,1,2,?,?,1,0,?,?
F,?,I,1,?,1,?,?,1,?,?,?,?
H,S,?,1,?,1,?,?,1,?,?,?,0
?,X,?,1,?,1,1,?,1,?,?,?,?
?,?,?,1,2,1,?,?,1,?,0,?,0
D,R,O,?,3,?,?,?,?,1,0,?,?
?,?,?,2,3,?,?,2,?,?,?,0,?
H,S,X,1,2,?,?,1,?,?,?,?,0
?,R,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,1,?,?,1,?,?,?,0
D,?,?,1,2,?,2,?,?,?,?,0,?
C,?,?,?,?,1,?,?,?,?,?,0,?
E,?,I,?,2,?,?,2,1,?,0,?,?
H,?,?,?,?,1,?,?,?,?,?,0,0
C,?,?,?,?,1,1,?,1,?,?,?,?
?,?,X,?,2,?,?,?,?,?,?,?,0
?,S,?,1,?,1,?,?,1,1,?,0,?
B,?,?,?,1,?,1,?,1,?,0,?,?
?,?,O,?,?,?,?,2,?,?,4,1,0
H,S,?,1,?,1,1,?,1,1,?,0,?
H,S,?,1,?,?,?,?,?,?,?,0,0
H,S,?,?,2,?,1,2,1,1,?,0,0
H,?,?,?,2,1,?,?,?,?,1,?,0
?,H,?,?,?,1,2,2,?,1,?,0,?
?,?,I,?,?,1,?,?,?,?,0,0,?
?,S,O,?,3,1,?,2,1,1,?,0,0
H,?,?,1,1,?,?,1,?,?,0,?,?
?,?,X,1,2,?,?,2,?,?,0,?,?
?,?,X,1,?,?,1,?,1,?,?,0,?
?,?,O,?,?,1,?,?,1,?,?,0,0
?,?,?,1,?,?,?,2,?,?,0,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,O,1,3,1,?,?,1,?,?,0,?
?,?,?,1,?,?,?,?,?,?,?,?,0
?,?,?,2,2,?,1,2,?,1,0,0,?
?,?,O,1,2,1,?,?,?,1,0,0,?
H,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,1,1,?,1,?,0,?,?
