@relation dataset

@attribute rural/urban {0, 1, 2}
@attribute totalnumberofgood real
@attribute totalnumberoflivable real
@attribute totalnumberofdilapidated real
@attribute totalnumberofresidencehouseholds real
@attribute totalnumberofresidencegood real
@attribute totalnumberofresidencelivable real
@attribute totalnumberofresidencedilapidated real
@attribute totalnumberofresidencecumother real
@attribute numberofresidencecumgood real
@attribute residence_cum_livable real
@attribute residence_cum_dilapidated real
@attribute material_roof_gtbw real
@attribute material_roof_pp real
@attribute material_roof_hmt real
@attribute material_roof_mmt real
@attribute material_roof_bb real
@attribute material_roof_ss real
@attribute material_roof_gmas real
@attribute material_roof_concrete real
@attribute material_roof_aom real
@attribute material_roof_gtb real
@attribute material_roof_pp1 real
@attribute material_roof_mub real
@attribute material_roof_wood real
@attribute material_wall_snpwm real
@attribute material_wall_spwm real
@attribute material_wall_gimas real
@attribute material_wall_bb real
@attribute material_wall_concrete real
@attribute material_wall_aom real
@attribute material_floor_mud real
@attribute material_floor_wb real
@attribute material_floor_bb real
@attribute material_floor_stone real
@attribute material_floor_cement real
@attribute material_floor_mf real
@attribute material_floor_aom real
@attribute dwelling_r_ner real
@attribute dwelling_r_or real
@attribute dwelling_r_tr real
@attribute dwelling_r_th_r real
@attribute dwelling_r_fr real
@attribute dwelling_r_fi_r real
@attribute dwelling_r_sra real
@attribute h_size_1 real
@attribute h_size_2 real
@attribute h_size_3 real
@attribute h_size_4 real
@attribute h_size_5 real
@attribute h_size_6_8 real
@attribute h_size_9 real
@attribute o_status_o real
@attribute o_status_r real
@attribute o_status_ao real
@attribute married_c_n real
@attribute married_c_1 real
@attribute married_c_2 real
@attribute married_c_3 real
@attribute married_c_4 real
@attribute married_c_5 real
@attribute dw_tfts real
@attribute dw_tfus real
@attribute dw_cw real
@attribute dw_uw real
@attribute dw_handpump real
@attribute dw_tb real
@attribute dw_spring real
@attribute dw_rc real
@attribute dw_tpl real
@attribute dw_os real
@attribute within_premises real
@attribute near_premises real
@attribute away real
@attribute msl_electricty real
@attribute msl_kerosene real
@attribute msl_se real
@attribute msl_oo real
@attribute msl_ao real
@attribute msl_nl real
@attribute latrine_premise real
@attribute latrine_pss real
@attribute latrine_st real
@attribute latrine_os real
@attribute pit_latrine_svi real
@attribute pit_latrine_sop real
@attribute disposed_drain real
@attribute service_latrine_nrh real
@attribute service_latrine_nsa real
@attribute h_latrine_premoses real
@attribute alternative_source real
@attribute alternative_source_open real
@attribute households_bathroom real
@attribute households_ewr real
@attribute households_no real
@attribute waste_water_cd real
@attribute waste_water_od real
@attribute waste_water_nd real
@attribute cooking_fw real
@attribute cooking_cr real
@attribute cooking_cc real
@attribute cooking_clc real
@attribute cooking_kerosene real
@attribute cooking_lpg_png real
@attribute cooking_electricity real
@attribute cooking_biogas real
@attribute cooking_ao real
@attribute cooking_nc real
@attribute cooking_ih real
@attribute has_kitchen real
@attribute dnhk real
@attribute cooking_oh real
@attribute has_kitchen1 real
@attribute dnh_kitchen real
@attribute no_cooking real
@attribute tnhab real
@attribute assets_rt real
@attribute assets_tel real
@attribute assets_cl_wi real
@attribute assets_clwi real
@attribute assets_tm_lo real
@attribute assets_tm_mo real
@attribute assets_tm_both real
@attribute assets_bicycle real
@attribute assets_smm real
@attribute assets_cjv real
@attribute household_tv_lp real
@attribute none_as real
@attribute permanents real
@attribute semi_permanent real
@attribute total_temporary real
@attribute serviceable real
@attribute non_serviceable real
@attribute unclassifiable real
@attribute contition_t_total real
@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data
2,32.8,?,?,95.4,?,?,?,?,?,3.4,?,?,?,?,11.5,0.2,?,9.0,?,?,?,0.2,?,?,?,1.1,?,48.3,?,?,44.1,?,?,?,?,?,0.0,2.7,?,36.9,?,7.7,2.9,?,?,11.1,18.1,?,?,19.0,2.0,?,13.9,?,12.4,?,9.0,1.1,?,0.0,?,?,10.2,?,32.1,8.7,0.0,?,?,?,?,41.5,?,?,26.9,0.1,0.1,0.1,?,?,2.1,?,1.5,1.0,?,0.2,?,0.8,61.0,?,?,?,4.1,65.7,?,?,?,?,2.0,3.6,0.5,?,?,?,?,?,0.5,94.5,?,30.4,?,?,2.1,?,58.9,8.0,?,?,?,?,49.1,3.3,74.1,?,2.9,3.7,14.5,57.2,?,15.7,?,?,?,?,?,61.4,5.8,95.4,?,?,5.7,4.6,1.1
0,?,68.6,?,?,?,?,?,2.6,0.7,1.7,?,?,0.3,?,?,?,1.6,0.8,?,?,?,?,51.8,?,1.0,?,0.1,37.7,3.4,0.1,82.2,0.2,?,0.3,16.0,0.1,0.0,1.5,37.9,?,11.4,?,?,?,4.4,?,?,?,17.4,16.5,1.2,96.3,?,2.4,11.8,81.9,?,0.4,?,?,?,?,?,9.8,?,?,0.1,?,1.0,?,?,49.4,?,?,?,0.4,0.1,?,1.2,10.1,?,5.4,?,?,1.7,?,0.1,0.2,?,1.3,?,3.7,?,94.2,?,?,89.6,93.2,1.5,3.3,?,0.1,?,?,0.1,0.3,?,?,57.4,?,?,3.5,3.0,?,?,?,?,0.3,?,1.3,22.7,?,68.5,7.3,?,?,24.6,?,?,9.1,6.7,2.4,0.3,?,?,?,7.0,97.4,?,66.9,?,2.6,?
?,?,?,7.0,?,25.9,?,6.8,2.5,?,1.6,?,9.5,0.3,?,?,0.6,?,1.5,13.0,?,?,?,49.3,0.3,?,1.2,?,38.9,4.7,0.1,?,?,1.2,?,20.8,0.5,0.1,1.5,36.5,42.8,12.1,4.2,?,1.6,?,16.8,19.8,23.4,17.6,?,?,93.6,3.6,2.9,11.9,81.2,?,0.5,?,0.0,7.0,?,?,9.8,?,25.5,0.1,?,1.0,?,?,?,?,?,69.6,?,0.1,?,1.3,?,1.2,?,1.1,1.0,?,?,0.1,?,84.9,?,83.6,?,2.6,89.0,1.7,13.0,85.3,?,?,3.1,?,0.2,4.9,0.2,?,0.3,0.2,?,58.9,?,6.3,3.4,?,0.2,?,7.4,?,?,?,?,?,1.5,?,?,?,1.0,?,44.5,46.5,?,6.3,2.2,0.4,?,26.7,66.3,7.0,97.5,25.9,?,?,?,0.7
2,?,46.9,?,?,?,?,6.7,2.1,?,?,?,?,0.4,?,1.3,0.6,?,7.8,?,?,1.8,0.2,27.3,?,1.6,3.4,0.1,?,15.9,?,?,?,?,0.7,?,?,?,?,24.4,?,18.1,10.3,?,?,?,10.9,?,?,?,18.4,?,69.6,23.7,6.6,?,?,?,?,?,0.1,?,4.8,?,?,11.7,?,0.0,?,?,?,?,28.9,?,79.3,?,?,0.3,0.1,?,?,5.7,46.4,?,?,?,?,0.2,?,?,1.5,?,48.2,7.5,?,?,42.6,?,?,?,?,?,?,38.3,?,0.3,?,0.6,?,?,?,4.9,2.4,?,0.6,57.8,10.6,62.1,?,?,?,55.5,7.2,?,?,4.1,?,13.5,68.3,26.8,?,?,?,1.5,?,46.2,?,?,97.9,45.2,46.0,6.7,2.1,?
?,?,?,?,98.3,?,?,4.8,?,?,?,0.1,?,?,?,?,0.1,?,0.4,4.6,0.0,?,?,?,0.5,0.5,0.6,?,35.6,1.3,?,?,?,?,?,?,0.2,0.0,?,?,42.7,12.4,3.8,1.1,?,?,?,?,?,?,?,?,?,?,?,11.5,?,?,0.5,0.1,0.0,2.4,?,?,?,?,11.7,?,3.4,0.5,0.2,?,54.4,39.4,24.9,?,0.7,?,0.0,?,12.7,0.5,5.4,?,0.6,3.0,?,0.1,?,87.3,0.8,?,?,?,?,0.6,9.4,89.9,?,1.1,1.3,?,?,?,0.1,?,0.0,?,?,53.1,41.1,5.7,2.0,3.7,0.2,28.6,?,11.6,0.3,2.0,?,21.1,0.5,?,6.7,?,?,25.7,37.4,?,3.3,2.8,0.5,?,?,22.3,?,?,98.3,21.7,?,4.8,?,?
1,?,?,?,?,?,70.8,?,?,?,?,0.1,3.6,0.3,?,?,?,?,?,5.8,?,2.2,0.2,?,?,?,?,0.0,36.5,1.2,?,85.9,0.1,?,?,12.5,?,?,?,36.6,42.4,12.7,4.1,?,1.2,4.2,?,18.9,22.0,18.0,18.7,1.4,?,?,2.5,11.7,?,?,?,?,?,2.9,7.2,1.2,7.1,64.9,?,0.7,?,0.5,0.2,7.4,54.0,38.6,?,70.9,0.7,?,0.0,0.8,14.5,0.6,?,?,0.6,2.8,?,?,?,85.5,?,84.7,?,3.1,?,1.0,11.1,87.9,92.9,?,?,?,?,4.0,0.1,0.1,?,?,94.2,54.0,40.2,?,2.1,3.6,?,?,10.6,13.7,?,?,0.8,22.7,0.7,?,?,0.8,?,?,?,58.2,3.2,2.8,0.5,?,?,?,?,4.9,?,?,70.8,?,?,0.7
?,?,52.7,?,?,?,?,6.4,?,1.6,?,0.0,?,0.4,?,?,0.2,0.6,?,?,1.7,1.6,?,?,?,?,?,?,54.4,0.4,?,?,?,0.6,2.7,48.7,4.3,?,2.3,?,?,?,8.3,?,?,5.7,12.2,?,23.6,18.7,?,?,76.9,?,4.6,16.4,72.3,?,?,0.2,0.1,12.4,?,?,4.8,?,?,?,?,0.1,0.1,30.9,46.4,22.8,?,21.7,?,?,?,1.5,48.4,2.7,41.2,?,0.7,?,0.2,0.0,0.9,51.6,0.5,51.0,?,?,?,?,42.0,?,58.7,1.8,?,?,?,?,0.2,?,?,?,94.6,?,?,5.0,3.5,?,?,?,6.7,?,2.9,5.0,1.6,?,3.0,59.4,?,?,5.2,?,56.3,40.1,?,1.6,?,1.7,?,40.9,?,6.5,?,?,51.3,6.4,?,?
?,20.2,?,?,?,?,69.2,?,?,?,1.1,0.1,5.0,0.3,?,0.2,0.4,0.2,?,?,?,?,0.3,42.3,1.0,?,0.7,?,46.1,1.5,?,?,?,0.7,?,11.5,?,0.0,?,32.0,47.4,?,3.5,0.9,?,4.9,19.1,20.1,21.7,?,16.3,0.9,96.0,1.3,2.6,12.4,82.0,?,?,?,0.0,?,1.3,?,6.4,?,16.1,?,2.8,0.4,0.1,6.0,?,40.9,?,?,?,?,0.1,?,8.2,?,?,?,0.8,?,?,0.1,?,91.8,?,91.0,4.3,?,92.5,0.6,?,90.2,?,1.7,?,?,0.1,1.9,0.1,0.1,0.1,?,95.4,50.9,44.4,?,?,2.3,?,25.2,?,?,0.3,?,?,19.0,?,55.3,?,?,?,35.7,?,?,?,2.2,1.4,0.1,100.0,?,70.3,9.4,?,?,?,?,?,0.4
1,21.9,?,?,98.4,21.5,67.7,9.2,?,?,?,0.1,?,?,86.6,0.2,?,?,1.9,5.4,?,?,?,?,?,0.6,?,?,?,?,?,?,0.2,0.7,0.2,?,0.7,0.1,1.6,31.0,46.8,14.3,4.1,?,1.2,?,?,?,?,17.0,16.5,1.1,94.4,2.7,?,12.4,81.6,?,?,?,?,?,?,?,6.7,?,17.6,1.5,?,?,?,8.5,51.5,?,?,?,0.8,?,?,0.9,11.7,?,6.9,?,1.2,1.1,0.3,?,0.2,88.3,0.8,?,7.2,?,89.2,?,11.5,87.4,90.1,?,?,0.2,?,4.4,0.3,?,0.1,?,?,52.1,?,?,2.1,2.3,?,?,?,14.5,0.5,2.6,?,21.8,0.9,56.0,8.4,0.9,?,?,48.4,48.1,?,?,?,?,?,?,68.8,9.3,?,21.5,67.7,?,1.6,?
2,45.3,47.8,6.9,?,44.3,47.1,?,1.7,?,?,0.0,?,0.4,?,0.5,?,?,?,?,0.4,?,0.3,?,?,1.0,2.0,0.0,?,?,0.1,?,0.2,?,?,54.1,?,?,1.0,17.6,37.9,?,11.2,4.4,?,?,10.5,?,26.1,?,19.3,?,?,21.4,6.8,?,?,8.5,?,?,0.1,20.0,?,4.5,10.8,?,?,?,0.2,?,?,42.7,?,?,75.6,21.8,0.3,0.1,?,?,58.8,?,37.8,?,6.8,2.5,0.9,0.9,?,41.2,?,40.6,46.4,?,?,?,?,50.6,52.8,?,0.3,2.5,?,?,?,0.2,0.2,?,?,?,27.3,4.7,?,?,0.4,60.4,9.6,?,3.5,6.3,?,58.8,5.1,?,?,4.3,6.5,?,63.4,?,?,?,0.7,?,?,?,47.8,?,98.3,44.3,?,?,?,1.0
0,?,?,5.7,98.8,?,?,5.6,1.2,0.5,0.7,0.0,34.8,?,?,?,0.2,?,?,8.2,0.2,?,0.4,?,3.9,0.8,?,?,30.0,0.4,?,75.0,?,?,0.2,?,?,?,?,?,?,?,?,1.0,?,6.4,14.5,16.2,?,17.6,?,?,?,3.4,2.1,?,?,?,0.6,0.0,0.0,6.6,4.0,1.5,?,?,24.4,7.1,?,?,0.4,?,?,35.7,17.5,?,?,?,?,0.8,?,?,4.0,0.7,?,?,0.2,?,0.2,93.4,1.6,?,?,4.2,?,?,15.7,83.5,?,0.8,?,0.7,?,3.3,0.1,?,0.0,?,91.4,69.0,?,8.4,4.8,3.7,?,41.4,5.1,10.3,?,2.8,?,?,?,31.8,4.8,0.5,?,56.6,?,?,?,?,?,?,100.0,24.6,69.7,?,98.8,?,?,?,1.2,0.5
?,?,64.6,?,?,29.3,63.9,5.4,1.4,?,0.7,?,31.8,?,18.5,?,?,0.8,27.0,13.5,0.2,?,?,?,?,0.8,?,0.1,?,1.1,?,66.7,?,?,?,30.6,?,?,?,?,39.4,?,?,?,1.0,?,13.9,?,?,?,22.3,2.6,?,?,?,18.0,?,?,?,?,?,13.8,?,1.6,?,41.9,23.5,6.1,2.0,?,?,11.7,?,?,27.2,71.3,0.4,?,?,0.9,?,1.7,10.5,0.9,0.6,?,?,?,?,85.2,1.5,?,12.3,?,?,3.0,?,?,86.0,0.8,0.1,?,0.5,?,?,0.1,?,?,?,70.2,?,?,?,3.6,?,45.0,5.2,19.0,?,3.4,1.3,21.5,2.3,35.7,?,?,1.1,50.4,36.7,32.4,?,?,5.6,?,?,29.9,?,5.5,?,?,63.9,?,1.4,?
?,?,?,4.3,97.4,58.2,?,4.2,?,1.7,0.8,0.1,?,?,?,?,?,?,?,42.9,?,5.4,?,?,1.3,?,2.3,?,66.3,5.1,0.1,20.5,?,0.4,?,?,7.8,?,?,?,?,30.2,14.0,4.1,?,5.1,?,?,28.6,?,?,?,?,32.5,7.8,?,?,8.9,?,0.2,?,53.9,9.4,2.1,4.3,10.4,18.4,0.2,0.5,0.0,0.8,?,31.4,?,?,?,?,0.1,0.4,1.0,60.5,8.8,46.4,?,?,?,0.2,0.2,0.7,39.5,?,?,57.2,?,?,?,?,?,38.0,0.8,0.1,4.5,?,54.1,0.1,0.2,0.1,?,?,?,15.2,7.4,?,3.0,?,?,?,67.7,?,6.5,?,59.0,8.1,?,?,3.2,?,15.9,?,?,?,10.1,3.8,?,100.0,59.9,35.8,?,?,58.2,?,4.2,?,1.7
0,?,?,4.4,97.2,?,?,?,?,0.7,?,0.1,34.0,0.3,46.3,?,?,?,?,1.3,?,?,0.5,74.0,1.6,?,1.0,?,?,0.3,?,89.7,?,?,0.2,?,?,0.0,?,?,51.0,16.9,?,?,?,?,14.7,16.0,18.7,18.1,25.3,?,95.3,?,?,12.4,?,?,?,0.1,0.0,2.1,?,0.8,?,?,19.7,?,?,0.4,0.2,?,60.4,34.6,?,90.2,?,0.2,0.2,?,?,?,?,?,?,?,0.3,?,0.0,?,?,?,2.4,?,?,?,?,90.2,?,6.0,2.4,?,0.1,?,0.1,?,?,0.2,?,?,?,13.6,?,?,0.2,21.9,17.7,?,?,?,1.4,15.7,?,?,?,?,?,?,?,48.2,32.8,?,?,?,100.0,?,69.3,?,97.2,?,?,4.2,?,?
1,27.7,67.9,4.4,?,26.9,66.1,4.3,2.8,0.8,?,0.1,?,?,?,5.8,?,?,12.9,?,0.1,3.6,?,71.1,1.5,?,1.2,0.3,?,?,0.1,86.0,0.1,0.5,0.2,12.9,0.3,0.0,?,22.3,49.8,17.4,?,1.5,?,4.4,?,16.0,19.2,18.0,24.8,3.0,?,2.9,3.9,?,?,?,1.0,?,?,?,?,?,?,?,19.7,?,0.9,?,0.3,?,58.6,34.0,?,86.1,0.6,?,0.2,0.4,?,?,?,0.5,0.5,?,?,0.1,?,?,?,?,?,5.6,88.8,?,11.9,87.3,?,?,2.3,?,0.2,3.4,0.3,?,?,0.2,?,?,24.1,?,9.8,3.3,0.2,?,?,8.6,0.5,2.5,1.5,18.5,0.7,60.7,?,?,0.4,30.0,?,?,?,29.5,?,?,100.0,?,?,4.4,?,26.9,66.1,4.3,2.8,0.8
2,43.7,51.4,4.9,97.1,?,?,?,?,?,1.7,?,?,0.5,19.9,7.3,0.3,?,30.1,21.1,1.0,?,0.4,?,?,?,3.7,0.4,51.0,2.2,0.2,39.3,0.2,?,?,?,?,?,?,18.4,?,?,10.8,?,5.4,6.1,11.6,?,?,?,?,?,?,23.5,9.1,?,?,?,?,0.3,?,?,?,?,?,25.6,?,?,0.2,?,1.0,37.2,36.1,26.6,?,?,0.2,0.1,0.2,?,53.4,?,41.6,?,1.9,?,0.6,0.1,?,?,2.6,?,?,?,42.8,6.5,?,50.5,49.3,2.4,2.0,?,?,36.2,2.5,0.1,?,0.5,91.9,78.0,?,7.6,?,2.9,0.5,51.4,10.1,?,2.5,7.3,?,?,?,?,29.6,?,4.4,?,57.7,24.5,16.7,?,?,1.1,100.0,?,51.4,4.9,?,42.5,?,4.8,?,1.2
?,?,65.7,?,?,?,64.7,5.3,1.9,?,1.1,?,?,0.1,?,22.7,?,0.6,?,?,0.1,?,?,?,0.2,1.5,?,?,?,0.4,?,74.3,?,?,?,24.7,?,?,1.7,?,?,14.2,?,?,?,?,17.8,16.4,18.8,?,?,1.6,?,?,?,?,?,8.0,?,0.0,?,?,?,1.3,?,44.4,?,10.8,2.5,?,0.2,5.6,55.6,38.8,?,83.7,0.5,?,0.0,0.8,?,?,?,1.4,?,?,0.1,?,?,?,1.3,?,?,7.1,?,?,?,83.8,91.2,3.1,0.6,?,?,?,?,0.1,?,0.2,?,62.3,23.9,13.5,?,?,0.2,?,?,?,0.3,3.1,?,14.9,1.0,29.8,?,1.1,?,?,27.8,35.9,?,33.8,2.3,?,?,28.9,?,5.3,98.1,28.2,64.7,5.3,?,0.7
?,33.2,?,?,?,32.5,?,?,?,0.8,1.0,?,32.6,0.3,?,20.0,?,0.8,32.3,9.2,0.2,?,?,?,?,?,?,?,32.4,?,?,?,?,0.5,?,32.7,?,?,?,31.9,?,15.6,?,1.4,1.4,?,?,16.6,20.2,17.4,19.9,?,87.1,9.0,?,?,75.1,8.0,?,?,?,?,?,2.0,?,?,21.9,?,?,0.5,0.2,13.7,?,?,?,73.2,0.5,?,?,0.8,17.4,3.3,10.8,?,0.7,0.6,?,0.1,?,82.6,?,?,?,?,?,4.9,?,75.0,?,?,0.6,1.5,?,11.7,?,?,0.4,0.2,?,64.8,?,?,9.0,?,0.2,36.0,?,17.7,?,3.9,1.4,21.5,?,33.3,11.0,?,?,?,35.5,32.4,31.8,?,?,0.3,?,33.2,?,?,98.1,?,60.4,5.3,?,?
2,?,38.9,?,98.0,54.4,?,5.5,?,?,0.8,?,?,1.1,?,?,?,?,36.0,?,?,?,0.2,20.5,0.0,?,?,0.3,68.3,4.5,0.1,18.7,?,?,?,74.4,?,0.1,1.2,?,36.9,23.1,?,?,?,6.5,11.7,17.9,27.4,?,?,?,?,?,10.0,17.2,73.7,7.7,?,?,0.0,?,?,5.5,?,5.7,?,?,?,?,?,55.6,?,?,?,19.2,0.2,?,?,?,64.9,?,?,?,?,0.2,?,0.2,0.6,35.1,1.0,?,60.9,?,29.6,?,48.1,?,?,?,0.5,?,2.7,57.9,?,?,0.3,0.4,?,?,?,6.3,?,?,0.4,?,14.4,?,?,8.2,?,?,13.1,?,?,6.8,10.5,16.4,?,?,9.2,?,?,?,100.0,?,?,5.6,?,54.4,?,?,2.0,1.1
0,?,?,?,98.0,?,66.0,?,?,?,?,0.1,29.9,?,11.9,?,0.1,?,?,1.9,0.4,?,?,?,?,0.6,?,0.0,17.7,?,?,86.4,0.1,0.5,0.1,?,?,0.0,1.6,48.1,39.5,8.0,1.8,0.4,?,4.4,?,15.8,20.1,19.8,25.3,2.0,96.4,2.0,?,?,?,9.1,0.6,0.0,?,1.2,?,0.7,?,?,?,?,?,0.7,?,?,58.5,38.1,13.4,85.0,?,?,?,?,?,0.3,?,?,0.3,?,0.1,?,0.1,?,1.3,?,?,4.2,?,?,6.8,93.0,94.9,1.0,?,0.8,0.1,?,?,0.0,0.0,0.2,82.0,?,?,?,12.3,5.5,0.2,27.4,?,8.3,0.2,2.4,?,15.0,0.5,44.7,?,0.4,?,?,19.4,?,29.6,?,?,?,?,25.2,?,?,98.0,?,?,7.3,?,0.5
1,26.9,65.6,?,97.9,?,?,7.4,2.1,?,?,0.1,28.7,?,?,?,0.1,0.6,?,3.2,0.4,14.1,0.2,62.0,0.9,?,?,?,20.0,0.4,0.1,?,0.1,?,?,?,?,0.0,?,?,?,?,?,?,?,?,12.5,?,20.4,19.6,24.9,?,93.7,4.3,?,?,?,?,?,0.0,0.0,?,3.0,?,4.2,?,11.6,?,?,0.7,0.4,?,57.3,?,17.9,?,?,?,0.1,?,?,0.8,6.9,?,0.4,?,?,0.2,0.1,90.7,?,89.4,?,4.8,?,0.6,9.0,90.4,?,0.9,?,1.9,0.2,3.4,0.3,?,?,0.2,?,49.6,?,17.4,11.8,?,0.2,?,?,11.9,?,2.5,0.6,18.3,?,?,7.7,0.6,?,?,?,?,28.4,?,?,0.5,100.0,26.9,?,7.5,?,26.3,?,?,?,?
?,45.9,?,8.4,?,?,44.1,8.3,3.7,2.0,1.6,?,?,0.3,?,6.4,?,?,55.0,17.6,0.1,?,?,30.8,0.4,?,?,?,45.8,0.7,0.1,?,?,?,?,?,1.1,?,1.1,33.4,40.0,?,?,?,2.4,7.3,?,16.9,?,17.5,?,?,?,?,6.9,?,?,?,?,?,0.1,?,5.2,?,9.3,33.9,?,?,?,0.1,0.5,?,?,?,68.6,30.4,?,?,?,0.6,47.7,?,38.6,0.8,1.6,?,0.2,?,0.1,52.3,0.7,?,?,11.5,?,?,33.6,60.8,?,0.7,?,14.7,1.2,?,2.7,0.1,0.1,?,86.6,?,17.5,?,5.3,?,0.5,54.7,?,52.5,?,4.1,1.2,?,2.7,?,?,?,?,?,53.9,?,14.9,8.1,?,0.2,?,45.9,45.7,8.4,96.3,?,44.1,8.3,?,2.0
?,?,?,2.2,98.5,?,49.9,2.2,1.5,0.9,?,0.0,6.2,0.2,88.1,?,?,?,?,?,?,0.2,0.2,93.7,0.0,?,0.1,?,5.4,?,?,94.5,0.1,0.2,?,5.1,0.1,?,1.7,?,?,?,?,?,1.7,6.6,16.6,?,19.5,17.9,?,2.1,95.1,2.6,?,?,?,10.3,1.1,0.1,?,?,1.8,1.7,31.7,53.2,1.5,?,?,0.3,?,15.0,50.7,34.2,?,58.7,4.7,0.1,0.1,?,?,?,?,2.1,0.5,1.2,0.0,0.0,0.0,?,?,?,3.5,?,92.9,?,16.0,?,92.7,?,?,0.1,?,2.4,0.0,?,0.0,0.2,97.0,53.9,43.1,?,?,?,?,?,?,8.9,?,?,1.1,16.9,?,?,7.9,?,0.3,?,5.6,88.0,6.3,?,?,?,?,?,?,?,98.5,?,49.9,2.2,?,?
1,?,?,?,?,50.1,46.0,?,2.0,?,?,?,?,0.2,71.6,0.5,?,?,?,?,?,0.4,0.2,76.3,?,0.2,?,0.0,?,?,?,76.1,0.1,0.9,?,?,0.4,?,?,?,?,?,?,2.5,?,6.3,?,15.1,?,18.5,22.4,?,81.7,?,6.5,?,73.1,10.7,?,?,?,?,?,1.7,?,?,?,?,2.6,?,1.4,?,?,29.8,52.6,43.6,?,?,0.1,?,23.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.7,64.6,?,?,2.5,4.7,0.4,?,0.2,0.1,?,?,97.1,?,37.6,2.7,0.8,1.9,0.2,70.2,?,?,1.1,?,?,?,1.8,44.3,17.3,2.2,2.3,34.5,22.7,?,?,?,?,0.3,?,51.4,?,?,98.0,?,?,?,?,1.3
2,?,?,1.3,?,59.0,36.4,?,?,?,?,0.0,3.4,?,31.9,?,?,?,?,35.0,?,0.7,?,?,?,0.5,?,?,?,?,?,31.9,?,?,0.6,64.0,1.1,?,?,?,35.3,30.0,?,?,3.8,?,10.1,13.3,21.5,19.9,?,?,49.6,?,?,?,?,11.6,?,?,?,62.7,9.5,?,7.6,11.3,1.4,?,0.4,2.0,?,51.2,?,?,?,?,?,0.1,?,?,59.3,?,?,0.7,0.9,0.3,1.2,0.0,?,?,2.2,?,54.8,?,31.1,18.4,55.7,?,?,?,0.5,15.5,?,?,0.4,?,?,0.3,?,?,24.4,?,1.0,1.4,0.3,75.1,12.0,65.5,?,7.3,2.8,60.6,?,?,?,?,?,?,?,32.4,3.0,?,0.3,0.6,100.0,?,?,?,?,?,?,1.3,?,?
?,48.9,?,2.1,?,?,48.0,2.1,2.4,1.4,?,0.0,13.9,?,?,0.4,0.1,0.1,0.7,1.3,?,?,0.2,?,?,0.1,?,0.0,?,?,?,97.2,0.1,0.2,?,?,0.0,0.0,1.9,?,?,15.8,?,2.8,?,5.0,14.8,14.0,?,?,26.1,2.3,?,?,1.2,?,?,?,?,?,?,?,?,?,29.7,?,3.1,1.4,?,0.4,?,?,?,38.8,?,?,?,?,?,0.3,21.5,1.0,?,3.1,9.3,1.6,?,?,?,78.5,?,?,2.4,?,?,3.3,?,82.6,95.0,?,?,?,0.1,?,0.0,?,0.0,?,97.9,55.1,?,2.0,?,1.3,0.1,?,11.6,?,?,2.4,?,16.9,?,52.9,?,0.8,0.2,?,?,83.2,14.0,13.7,?,0.1,?,48.9,49.0,2.1,97.6,47.5,?,?,?,?
?,50.7,?,?,?,49.1,?,?,2.6,?,?,?,?,?,?,0.4,?,?,1.4,4.7,0.1,0.5,?,?,0.1,0.1,?,?,?,0.1,?,?,?,0.3,?,?,0.5,?,?,?,?,16.7,8.9,?,3.2,5.0,?,?,?,?,26.0,2.6,?,?,?,?,?,13.5,?,?,0.0,?,?,1.1,?,?,?,1.2,?,0.4,?,14.4,?,36.8,?,?,?,?,?,0.3,25.1,1.2,?,?,8.6,?,0.0,?,?,?,0.4,?,?,?,?,?,16.5,78.8,?,?,?,0.4,?,?,?,?,?,0.1,97.9,?,40.8,2.0,?,1.3,?,58.5,?,14.3,?,?,0.8,?,1.1,53.4,?,?,1.2,36.2,?,?,13.4,13.1,?,0.1,100.0,?,?,2.1,97.4,?,46.2,?,?,1.6
?,?,29.4,1.6,95.5,?,28.5,?,4.5,3.5,?,0.0,8.3,?,39.9,1.1,?,?,?,38.7,?,?,?,43.4,0.0,0.7,1.9,?,51.7,0.7,?,?,0.1,?,0.7,?,4.8,0.0,?,?,?,?,?,?,9.1,5.0,9.3,?,22.1,20.7,25.0,?,65.6,?,7.1,?,?,13.7,3.4,0.8,?,36.8,6.2,2.2,11.0,28.6,?,0.1,0.2,?,?,?,27.2,?,?,7.6,0.1,0.2,?,0.2,?,?,?,0.6,0.8,?,?,0.0,?,?,?,?,?,?,?,18.1,?,?,44.8,?,?,2.5,?,48.9,?,?,?,0.2,97.9,77.1,20.8,?,?,?,0.2,72.2,15.9,64.3,?,10.7,3.1,?,?,58.4,44.5,9.5,11.0,?,?,?,7.4,6.5,0.8,0.5,?,?,29.4,1.6,95.5,?,?,?,?,3.5
