@relation dataset

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {CYT, ERL, EXC, ME1, ME2, ME3, MIT, NUC, POX, VAC}


@data
0.37,0.3,?,0.43,?,?,0.44,0.39,?
?,0.3,0.62,?,0.5,0.0,0.44,?,?
?,?,0.52,?,0.5,0.0,?,0.48,NUC
?,?,0.52,?,?,?,0.42,?,NUC
?,?,?,?,0.5,0.0,0.51,?,?
0.49,0.4,?,0.23,?,?,0.47,?,?
?,?,0.51,0.38,?,0.0,?,?,CYT
0.57,0.5,?,0.08,?,0.0,?,?,?
0.51,0.4,0.5,0.28,?,0.0,?,0.27,?
0.34,0.25,0.55,0.28,0.5,0.0,?,0.49,?
0.77,0.86,0.44,0.27,?,0.0,0.48,?,ME1
0.59,?,0.53,0.14,0.5,0.0,0.48,?,?
0.5,?,0.48,?,0.5,?,0.53,0.68,CYT
0.39,?,?,0.41,?,0.0,?,0.27,MIT
?,0.42,?,0.14,0.5,0.0,0.51,?,CYT
0.39,?,0.33,0.18,0.5,?,0.53,?,ME3
?,?,0.47,0.49,?,0.0,0.54,?,MIT
?,?,?,0.18,0.5,?,?,?,NUC
?,?,?,0.56,0.5,0.0,?,0.22,?
0.53,0.51,0.55,0.57,0.5,?,?,?,?
?,0.64,0.4,?,?,?,0.51,0.22,?
?,?,0.47,0.52,?,?,?,?,?
?,?,0.51,?,0.5,0.0,?,0.22,?
?,0.51,?,?,?,?,?,0.38,?
?,0.66,0.49,?,?,0.0,0.51,?,?
?,0.52,?,0.2,0.5,0.0,0.56,?,ME2
0.49,?,0.56,0.09,0.5,0.0,?,0.22,CYT
0.38,0.4,?,?,?,0.0,?,0.22,CYT
?,0.55,0.52,?,0.5,?,0.53,0.25,?
?,0.44,0.58,0.17,?,?,0.55,?,CYT
0.34,0.46,?,0.19,0.5,?,0.53,0.26,?
0.58,?,?,?,?,?,0.51,?,CYT
?,?,?,0.18,1.0,0.0,?,0.22,ME2
?,?,?,?,?,?,0.54,?,?
0.56,0.49,0.32,0.22,?,?,?,?,ME2
0.41,?,?,0.09,0.5,0.0,0.49,0.22,CYT
?,?,0.53,0.3,?,?,?,0.22,?
0.54,?,0.56,0.15,?,0.0,?,?,CYT
0.51,0.51,0.32,0.27,?,0.0,0.54,?,ME3
0.46,0.38,?,?,?,0.0,?,0.22,CYT
0.55,0.72,?,0.26,0.5,0.0,0.49,0.22,ME3
0.54,?,?,0.19,?,?,?,?,ME3
0.65,0.66,0.37,?,0.5,0.0,?,?,ME3
?,0.4,0.56,?,0.5,?,?,0.22,CYT
?,?,0.38,?,0.5,?,0.5,?,ME2
0.37,0.42,0.46,0.15,0.5,0.0,?,?,ME2
0.59,0.55,?,?,?,?,?,0.22,CYT
?,?,?,0.24,0.5,0.0,?,?,CYT
0.39,0.3,?,0.2,?,0.0,?,?,?
?,0.52,?,0.25,?,?,0.54,0.29,MIT
0.77,?,0.4,?,0.5,0.0,0.38,0.22,?
0.52,0.55,0.39,0.09,?,0.0,0.55,0.25,ME3
?,?,0.33,0.23,0.5,0.0,?,?,?
?,0.37,0.46,?,0.5,?,?,0.99,NUC
0.48,0.5,?,0.29,0.5,0.0,0.46,0.27,?
0.3,0.33,0.55,?,?,?,?,?,?
0.49,0.49,?,?,0.5,0.0,?,?,NUC
?,0.59,0.57,0.34,0.5,0.0,?,?,NUC
0.7,0.78,0.53,?,?,0.0,0.48,0.22,?
0.85,?,0.34,?,?,0.0,0.57,?,?
?,?,?,0.15,0.5,?,0.54,?,?
0.47,0.56,0.53,0.44,?,?,0.53,?,?
0.53,0.49,0.47,?,?,?,?,0.22,CYT
0.7,0.57,0.34,0.19,?,?,?,0.27,?
?,?,?,?,?,0.0,?,?,?
?,?,0.53,0.18,?,0.0,?,0.29,?
?,0.49,0.53,?,0.5,?,?,0.26,NUC
0.45,?,?,?,?,0.0,0.49,?,?
?,0.42,?,0.31,?,0.0,?,?,NUC
0.45,0.41,0.53,?,?,0.0,0.49,?,?
?,0.28,0.49,0.22,0.5,?,?,0.34,?
?,0.5,?,0.22,?,0.0,0.53,0.45,?
0.33,?,0.55,?,0.5,?,?,?,?
0.56,0.55,?,0.15,0.5,0.0,0.54,0.25,?
0.37,?,?,0.12,?,0.0,0.47,0.31,NUC
0.32,0.6,?,0.13,?,0.0,0.53,0.22,?
0.38,0.42,0.31,?,?,0.0,0.52,?,ME3
0.46,?,?,?,0.5,?,0.43,?,?
?,0.55,?,0.17,?,0.0,0.52,?,NUC
0.37,?,0.52,?,?,0.0,0.42,0.8,?
?,?,?,?,0.5,?,0.39,?,ME3
0.8,?,0.53,0.33,0.5,0.0,?,0.22,ME2
0.52,?,?,0.37,0.5,?,0.52,?,ME3
0.19,0.16,0.68,0.36,0.5,0.0,?,?,?
0.64,0.31,?,0.15,0.5,?,0.53,?,?
?,0.43,0.36,?,?,?,0.51,?,ME3
0.47,?,0.51,?,0.5,0.0,0.52,?,NUC
?,0.75,0.44,?,?,?,0.49,0.22,?
?,?,?,?,?,?,?,0.69,NUC
?,0.51,0.34,?,0.5,0.0,0.53,0.27,MIT
0.23,?,?,0.13,?,0.0,0.53,?,?
0.54,0.5,?,?,0.5,?,?,0.22,CYT
?,0.64,0.56,?,0.5,?,?,0.27,CYT
0.27,0.41,?,?,?,?,0.49,0.22,?
0.25,0.35,?,0.18,?,?,0.46,0.22,?
?,?,0.51,0.29,0.5,?,?,?,CYT
?,0.47,?,0.24,0.5,?,?,0.67,?
0.37,?,0.38,?,?,?,0.51,0.22,ME3
?,0.47,?,0.18,0.5,0.0,?,0.22,?
0.66,?,?,0.6,?,?,0.19,0.33,?
0.55,0.4,0.62,0.22,0.5,0.0,0.37,?,?
?,0.46,?,0.18,0.5,?,?,0.26,NUC
?,0.5,0.54,?,?,?,0.6,0.22,?
?,?,0.57,?,?,0.0,0.44,0.22,NUC
0.45,?,0.38,?,0.5,?,0.53,0.31,?
0.55,0.57,0.51,?,?,?,0.55,?,?
0.54,?,?,?,?,?,?,?,MIT
?,0.32,?,0.27,?,?,?,0.43,NUC
?,0.41,0.45,0.23,0.5,?,?,?,NUC
?,?,0.6,?,0.5,0.0,?,?,?
0.52,?,0.58,?,?,0.0,0.34,0.11,CYT
?,0.47,?,?,0.5,0.0,0.34,?,CYT
0.5,0.45,0.51,?,?,?,0.53,?,CYT
0.57,?,0.51,0.18,0.5,0.0,?,?,?
0.44,?,0.46,?,?,?,?,?,NUC
?,0.5,0.5,0.28,?,0.0,?,0.37,NUC
?,?,?,?,?,?,0.51,0.22,EXC
0.77,0.73,?,0.46,?,?,0.38,?,EXC
0.38,?,?,?,0.5,0.0,?,?,NUC
?,?,?,0.16,0.5,0.83,0.55,0.22,POX
?,0.46,0.52,0.17,0.5,0.0,0.49,?,?
0.52,0.45,?,0.13,0.5,?,0.48,0.22,NUC
?,0.29,?,0.15,?,?,0.49,0.22,NUC
?,?,?,0.37,0.5,0.0,0.56,?,NUC
0.44,?,?,?,0.5,0.0,?,?,NUC
0.48,0.65,?,0.24,0.5,0.0,?,0.31,NUC
?,?,0.45,0.22,?,0.0,0.45,?,NUC
0.73,?,0.59,?,0.5,0.0,0.51,0.22,?
0.5,0.43,?,0.17,?,?,0.46,?,NUC
?,0.13,0.51,0.16,0.5,?,0.53,?,NUC
?,?,0.54,?,?,?,?,?,?
?,?,?,0.16,?,?,?,0.22,?
0.49,0.48,0.51,?,?,?,?,0.22,?
0.49,0.6,0.42,0.18,0.5,0.0,?,?,NUC
0.6,?,0.54,?,0.5,0.0,0.51,0.22,NUC
?,?,?,?,?,?,0.4,?,?
?,0.32,0.51,?,?,?,?,?,NUC
?,0.25,?,0.27,0.5,?,?,0.26,?
?,?,?,0.32,0.5,?,0.53,0.31,?
0.25,0.33,0.48,?,0.5,?,?,?,NUC
0.55,?,0.47,?,?,0.0,0.47,?,?
?,?,?,?,?,0.0,?,?,?
?,0.52,0.51,?,?,0.0,?,0.37,CYT
0.62,?,0.49,?,?,?,0.51,?,?
?,0.52,0.46,0.17,?,0.0,0.49,0.73,CYT
?,0.56,0.55,?,0.5,0.0,?,?,CYT
0.53,?,0.51,0.18,0.5,0.0,0.52,?,?
0.51,?,?,0.19,?,0.0,?,0.27,?
0.51,?,0.51,0.26,0.5,?,0.51,?,?
?,0.48,?,?,0.5,?,0.51,?,CYT
?,0.46,?,?,?,0.0,0.48,?,CYT
?,?,0.51,?,?,0.0,0.48,?,CYT
0.44,0.39,?,0.11,?,0.0,0.49,0.26,NUC
?,0.5,?,?,?,0.0,?,?,?
?,0.45,0.51,0.3,0.5,0.0,?,?,CYT
?,?,?,?,0.5,0.0,0.47,0.53,?
?,?,0.6,?,?,?,?,?,?
0.41,0.42,?,0.16,?,0.0,?,?,ME3
0.25,0.42,?,0.14,0.5,0.0,?,0.22,?
0.7,0.58,?,?,0.5,?,0.59,0.22,?
0.49,0.31,0.43,?,?,?,?,0.22,ME3
?,?,?,0.18,?,0.0,?,?,ME3
0.83,0.81,0.45,?,0.5,0.0,0.4,?,EXC
?,0.51,0.56,0.21,0.5,?,0.48,?,NUC
0.32,0.36,?,?,0.5,?,0.5,?,ME3
0.4,?,?,?,?,0.0,0.57,0.22,?
0.36,0.37,?,?,?,?,0.3,0.22,CYT
?,?,0.41,?,?,?,0.48,0.31,?
0.3,?,?,0.19,0.5,0.0,0.53,?,?
0.88,0.72,0.32,?,?,0.0,0.52,?,?
?,0.4,0.53,0.19,0.5,0.0,0.48,0.27,CYT
0.45,?,0.52,?,?,?,0.54,?,NUC
?,?,?,?,?,0.0,0.49,?,ME3
0.55,?,?,0.61,0.5,?,?,0.14,?
?,0.18,?,?,0.5,0.0,?,0.25,MIT
0.66,0.65,0.53,?,?,0.0,0.47,?,?
0.36,0.5,0.39,0.23,?,0.0,0.5,?,ME3
?,0.54,?,?,0.5,0.0,0.51,?,?
?,0.37,0.49,0.22,?,0.0,?,?,?
?,0.43,?,?,?,?,?,0.22,VAC
?,?,?,?,?,?,0.54,0.22,NUC
0.74,?,0.46,0.24,?,?,0.5,?,EXC
0.74,0.82,0.46,0.24,?,0.0,?,0.22,EXC
?,?,?,?,0.5,0.0,?,?,?
?,?,0.58,0.16,0.5,?,?,0.22,NUC
?,?,0.65,0.16,?,0.0,?,0.22,CYT
0.51,0.59,?,0.21,0.5,?,0.52,0.22,CYT
?,0.35,?,?,?,?,?,0.79,?
?,?,0.41,0.32,?,?,?,0.22,ME3
0.41,0.49,?,0.13,?,0.0,0.55,0.22,?
?,?,0.46,?,0.5,0.0,0.43,?,?
0.25,?,?,?,0.5,0.0,0.4,0.22,?
?,0.34,?,?,0.5,0.0,0.48,?,CYT
?,0.54,0.54,0.38,?,0.0,0.54,?,?
0.48,?,?,0.33,0.5,0.0,0.44,0.36,NUC
0.47,?,0.5,?,?,0.0,0.51,0.26,?
0.55,?,0.52,0.16,0.5,?,?,?,?
?,0.39,0.61,0.17,?,?,?,?,NUC
?,0.56,?,0.16,?,0.0,0.55,?,?
0.78,0.73,?,0.28,0.5,0.0,?,0.22,?
?,?,?,0.18,0.5,0.0,0.46,?,?
?,?,0.49,0.2,?,?,0.52,?,CYT
0.31,?,?,0.17,0.5,?,?,?,?
?,?,?,0.16,0.5,?,?,?,NUC
?,?,?,0.37,0.5,?,0.46,0.36,?
?,0.49,?,?,0.5,?,0.53,0.25,?
?,?,?,0.16,?,0.0,0.52,?,?
?,?,0.52,?,0.5,?,?,0.22,?
0.59,0.51,0.47,?,?,0.0,0.47,0.22,?
?,0.47,?,0.2,0.5,?,?,?,?
?,?,?,?,?,0.0,?,?,?
?,0.48,?,0.42,0.5,0.0,0.52,?,?
?,0.35,0.5,0.43,0.5,0.0,?,?,CYT
?,0.52,?,?,0.5,0.0,0.53,?,CYT
?,?,0.52,0.13,?,?,0.51,0.33,?
?,0.4,?,?,?,?,?,0.22,NUC
?,?,?,0.11,0.5,?,?,?,CYT
?,0.43,0.48,?,?,0.0,0.51,?,?
?,0.45,0.53,0.34,?,?,0.52,0.44,?
?,?,0.55,?,0.5,0.0,?,0.4,?
?,0.79,?,?,0.5,0.0,?,0.22,?
?,0.51,0.63,0.2,?,0.0,0.5,0.42,NUC
0.63,?,0.57,0.1,0.5,0.0,0.52,?,NUC
0.54,?,?,0.15,?,0.0,?,?,NUC
?,0.59,0.65,0.14,0.5,?,?,0.33,?
0.47,0.38,0.5,?,0.5,?,?,?,?
0.33,0.17,?,?,?,?,?,0.75,?
0.42,0.5,0.59,?,?,?,0.51,?,?
?,0.55,0.55,0.4,?,?,?,0.22,?
0.31,0.31,0.57,0.15,0.5,0.0,?,0.22,?
0.38,?,?,?,0.5,?,?,0.22,CYT
0.33,?,0.62,?,0.5,?,?,0.22,?
0.38,?,0.5,?,?,0.0,?,0.22,?
0.47,?,?,?,0.5,0.0,?,?,?
?,0.32,?,?,?,?,?,0.34,?
0.28,0.27,0.5,?,?,0.0,?,?,?
?,0.46,?,?,0.5,0.0,?,?,?
0.44,?,0.51,?,?,0.0,0.58,?,?
?,?,?,?,0.5,0.0,0.6,?,CYT
?,0.7,?,?,0.5,0.0,?,0.22,?
0.4,0.56,0.53,?,0.5,?,?,?,CYT
?,?,?,0.26,0.5,0.0,?,?,ME1
?,0.83,?,0.24,0.5,?,?,?,?
?,?,0.51,0.13,?,?,?,0.22,?
?,0.69,?,?,?,?,0.51,?,CYT
0.47,0.46,?,?,0.5,0.0,?,?,?
0.57,0.29,0.63,0.22,0.5,?,?,0.27,?
?,0.49,?,0.21,?,0.0,?,0.22,NUC
0.41,?,0.53,?,?,?,0.48,?,?
0.45,?,0.5,0.19,0.5,?,0.53,0.7,?
?,?,0.54,0.21,?,0.0,0.45,?,NUC
?,0.5,?,0.43,?,0.0,?,?,?
?,0.49,?,0.27,0.5,0.0,?,?,CYT
0.25,?,?,0.17,0.5,0.0,0.45,?,CYT
0.49,0.46,0.54,0.18,0.5,?,?,0.22,CYT
?,0.37,0.54,?,0.5,?,?,0.22,?
0.42,0.45,0.75,?,0.5,?,?,0.22,?
?,0.45,0.75,0.17,0.5,?,0.51,?,CYT
0.63,0.54,0.53,?,?,?,0.49,0.22,?
?,?,0.48,?,0.5,0.0,?,0.41,CYT
0.4,?,?,0.13,?,0.0,0.52,0.39,?
?,0.39,?,0.47,?,0.0,0.5,?,?
?,?,?,0.53,0.5,?,?,?,ME3
0.49,0.38,0.49,0.15,?,?,0.53,0.25,NUC
0.53,0.45,?,?,?,0.0,0.55,0.38,?
0.62,0.6,?,0.22,0.5,?,0.54,0.27,?
0.33,?,0.53,?,0.5,0.0,?,0.27,?
0.57,0.36,?,0.25,?,?,0.54,0.25,?
0.45,0.76,0.51,0.25,?,0.0,?,0.22,?
0.48,?,?,?,0.5,?,0.49,?,CYT
0.59,?,0.44,?,?,0.0,0.5,0.22,?
0.79,0.56,0.53,0.19,?,?,?,?,?
?,0.5,0.48,0.34,?,?,0.52,0.27,?
?,?,?,0.35,?,0.0,?,?,?
?,0.5,0.6,0.2,0.5,?,0.52,?,CYT
0.59,?,0.57,0.17,?,?,0.52,?,?
0.53,0.42,0.53,0.19,?,?,?,?,CYT
0.59,?,?,?,0.5,0.0,0.52,0.25,CYT
0.61,0.73,?,?,0.5,?,0.5,?,MIT
0.5,?,?,?,?,?,?,0.22,?
?,?,0.61,0.33,?,?,?,0.37,NUC
0.66,0.54,0.53,0.17,?,?,?,0.22,?
0.52,?,?,0.12,?,?,0.54,0.31,?
0.56,?,0.51,0.25,?,0.0,0.54,0.22,CYT
?,?,0.49,?,?,0.0,0.59,0.22,?
0.5,0.46,?,0.27,0.5,?,?,0.22,?
0.43,0.48,0.36,0.26,0.5,0.0,0.52,0.22,ME3
0.5,?,?,0.28,0.5,0.0,?,?,?
?,0.47,0.62,?,0.5,?,0.38,?,CYT
?,?,0.46,?,?,0.0,0.54,0.44,?
0.19,?,0.55,0.13,?,0.0,0.52,?,CYT
0.27,?,0.5,0.13,?,?,?,0.31,CYT
0.42,?,0.44,?,?,0.0,?,?,CYT
?,0.36,0.47,0.28,?,0.0,?,?,NUC
0.42,0.51,?,?,0.5,?,?,?,?
?,0.42,0.48,?,?,0.0,?,0.31,NUC
?,0.57,?,0.22,0.5,?,?,0.49,NUC
0.53,?,0.54,?,?,0.0,?,0.38,?
?,?,?,?,0.5,?,0.6,?,?
?,?,?,0.13,?,0.0,0.52,?,NUC
?,0.59,?,0.09,0.5,?,?,0.22,?
0.4,?,?,0.44,0.5,0.0,0.41,?,?
?,?,?,0.19,?,?,?,?,CYT
?,?,0.45,?,0.5,?,0.53,0.32,?
?,0.49,0.6,0.18,0.5,0.0,?,0.22,NUC
?,0.44,0.5,0.09,0.5,?,0.55,?,VAC
?,?,?,0.25,0.5,?,0.69,0.22,?
?,0.49,0.48,?,?,?,?,?,CYT
?,?,0.51,?,0.5,?,0.52,0.22,VAC
0.68,?,0.35,?,?,0.0,?,0.22,VAC
?,0.35,?,0.14,0.5,?,0.52,?,VAC
0.73,?,?,0.15,?,?,0.54,0.22,?
0.6,0.37,?,0.15,?,?,0.55,?,?
?,?,0.56,0.15,?,?,?,0.22,VAC
0.48,?,?,?,0.5,0.0,0.49,?,VAC
0.65,0.58,?,0.21,0.5,?,0.51,?,VAC
0.48,0.49,0.49,0.26,0.5,?,?,?,?
?,?,?,0.15,?,?,0.52,?,VAC
?,0.36,?,0.16,?,?,0.51,0.27,?
0.5,?,0.52,?,?,?,?,?,?
0.65,0.63,?,?,?,0.0,0.52,?,CYT
0.41,0.48,?,0.2,?,0.0,?,?,CYT
?,?,0.54,0.16,?,?,?,?,?
0.63,0.56,0.52,0.21,0.5,0.0,0.5,?,CYT
0.56,?,?,?,0.5,0.0,?,0.22,CYT
0.57,0.47,?,0.17,0.5,0.0,?,0.26,?
0.46,?,?,?,0.5,?,?,?,CYT
?,0.4,?,0.17,0.5,0.0,?,0.22,CYT
?,0.71,?,0.25,?,?,?,?,ME1
?,0.56,?,0.17,0.5,?,?,?,NUC
?,?,0.29,0.36,0.5,0.0,0.52,0.22,?
0.51,?,0.56,0.55,0.5,0.0,0.46,?,MIT
?,?,0.36,0.09,0.5,0.0,?,0.22,?
?,?,0.45,0.15,0.5,0.0,?,0.48,NUC
?,0.53,0.36,?,0.5,?,0.52,0.27,ME3
?,0.63,0.41,?,?,0.0,0.49,?,ME3
?,?,0.43,0.22,?,0.0,?,0.22,NUC
?,?,?,?,0.5,0.0,0.49,?,ME1
0.88,?,0.41,?,0.5,?,?,0.22,ME2
0.49,0.49,0.4,?,0.5,?,0.48,0.26,ME3
0.57,0.53,?,?,?,?,?,?,?
?,0.52,?,?,?,0.0,?,?,?
?,?,0.56,0.31,0.5,?,0.56,?,CYT
0.71,?,0.41,?,0.5,?,?,?,?
?,?,?,?,0.5,?,?,0.33,?
0.47,?,0.46,0.18,?,0.0,0.53,?,?
?,?,?,0.29,0.5,?,?,?,?
0.59,?,0.5,0.48,0.5,?,?,?,?
0.32,?,0.57,0.38,?,?,?,0.25,?
0.26,0.3,0.37,?,?,0.0,0.53,0.25,ME3
?,?,0.46,?,?,?,?,?,NUC
0.45,?,?,?,0.5,0.0,0.52,?,?
0.24,0.25,?,?,?,?,?,0.11,CYT
0.46,?,?,?,0.5,?,0.49,0.22,MIT
?,?,0.38,?,?,0.0,0.54,0.3,ME3
?,0.53,0.36,0.22,?,0.0,?,0.31,ME3
?,0.41,?,0.14,?,0.0,?,0.68,NUC
?,0.41,0.37,0.18,?,0.0,0.54,?,ME3
?,?,?,0.25,0.5,0.0,0.54,0.56,NUC
0.46,0.59,0.38,?,?,0.0,?,?,?
?,?,0.4,0.31,?,?,0.57,0.25,ME1
0.29,?,0.46,0.36,0.5,0.0,0.51,0.22,?
0.4,?,0.43,0.19,0.5,0.83,0.48,0.22,?
?,?,?,0.2,0.5,?,?,0.41,?
?,?,?,?,0.5,?,0.49,0.29,ME3
?,?,?,?,?,0.0,0.52,?,?
0.65,0.62,0.26,0.33,0.5,0.0,0.55,0.22,ME3
0.77,0.7,0.37,?,?,?,0.49,?,ME1
0.47,?,0.32,0.27,0.5,0.0,?,?,?
?,?,0.49,?,?,0.0,0.3,0.32,?
0.59,0.48,0.49,0.49,0.5,?,0.36,?,CYT
?,?,?,?,0.5,0.0,?,0.22,MIT
?,?,?,?,0.5,0.0,0.51,?,ME3
0.74,0.73,?,?,?,?,?,?,?
0.55,?,?,0.29,0.5,?,?,0.22,ME3
0.35,?,?,0.16,0.5,?,0.56,0.22,ME3
?,?,0.39,0.24,0.5,?,?,0.22,ME3
0.69,0.57,?,?,?,?,?,0.39,ME2
0.47,?,0.53,?,?,?,?,0.25,MIT
?,?,?,0.18,?,0.0,?,?,ME3
0.51,0.38,0.42,?,0.5,0.0,0.46,?,ME3
?,0.45,0.39,?,?,0.0,?,?,ME3
?,?,0.35,0.33,?,?,0.49,0.28,?
0.54,?,0.56,?,0.5,0.0,?,0.29,?
?,?,?,?,0.5,0.0,0.43,0.22,?
0.28,0.48,0.36,0.16,?,?,0.53,0.22,ME3
0.58,?,?,0.32,0.5,0.0,?,?,?
?,?,0.36,0.26,?,0.0,?,0.22,?
0.64,?,?,0.15,?,?,?,0.22,CYT
?,0.58,?,0.17,?,0.0,0.53,0.74,?
?,?,?,0.15,0.5,?,?,?,?
0.38,0.37,?,0.14,0.5,0.0,0.54,0.22,ME3
?,0.4,0.44,?,?,0.0,0.53,0.25,NUC
?,0.56,0.38,0.16,?,?,0.53,?,ME3
?,?,?,0.25,0.5,?,?,0.22,EXC
0.63,0.65,?,0.18,?,?,?,?,?
0.47,0.4,?,0.19,?,0.0,?,?,NUC
?,?,0.32,?,?,0.0,?,?,?
?,?,?,0.16,?,0.0,0.45,?,ME3
?,?,0.47,0.14,0.5,0.0,?,0.47,?
?,0.67,?,?,?,?,0.51,0.22,ME3
?,?,?,0.23,0.5,0.0,?,0.22,ME3
0.5,?,?,0.13,0.5,?,?,0.32,ME3
?,0.6,0.5,0.29,?,?,0.51,0.22,?
?,?,?,?,0.5,?,0.55,?,ME3
?,?,?,?,0.5,0.0,?,0.22,ME3
0.92,0.66,0.52,0.23,?,?,?,?,?
0.49,0.56,0.37,0.2,0.5,?,0.53,?,?
?,?,0.34,0.15,?,?,0.53,0.22,?
?,0.44,0.57,?,0.5,0.0,?,?,NUC
?,0.73,0.41,0.28,?,?,?,?,?
?,?,?,?,0.5,0.0,?,0.22,ME1
0.49,0.55,0.35,?,0.5,0.0,?,?,ME3
0.63,0.71,?,0.53,?,?,?,0.22,?
?,0.68,0.3,?,?,0.0,?,0.22,?
0.4,?,?,0.17,?,0.0,0.51,?,?
?,0.63,0.47,?,0.5,?,0.5,0.22,?
?,0.68,0.35,0.19,0.5,0.0,0.53,?,ME1
0.51,?,0.46,?,?,0.0,0.48,0.22,?
0.52,0.46,?,?,?,?,?,0.25,ME3
0.47,0.5,?,?,?,0.0,?,?,?
?,0.24,0.51,0.15,0.5,?,0.54,0.4,?
0.35,0.29,0.46,0.14,0.5,?,0.54,?,NUC
0.58,?,0.49,?,0.5,0.0,?,0.28,MIT
0.85,0.85,0.3,?,?,?,0.55,?,ME1
0.36,?,?,?,?,0.0,0.5,0.16,NUC
0.41,?,0.59,?,0.5,?,0.6,?,NUC
0.3,0.37,0.4,?,?,?,0.48,0.41,ME3
0.57,0.59,?,0.86,?,?,0.47,0.22,NUC
0.38,0.4,0.39,?,0.5,?,0.46,?,?
0.77,?,0.37,0.29,?,?,?,?,ME1
0.47,0.38,0.58,?,0.5,?,?,?,?
?,0.61,?,0.2,?,?,?,0.22,MIT
?,0.45,?,0.23,?,0.0,0.5,0.7,?
?,0.62,?,0.54,0.5,0.0,?,?,MIT
?,0.75,?,?,0.5,?,?,?,POX
?,?,0.58,0.69,?,0.0,?,?,MIT
0.41,0.47,0.5,?,0.5,0.0,?,?,?
0.25,?,0.52,?,0.5,?,?,0.28,?
?,0.56,0.38,?,?,?,?,0.57,?
?,0.29,?,?,?,?,0.52,0.22,?
0.38,0.48,0.57,0.3,?,0.0,0.41,0.11,CYT
?,0.58,?,?,0.5,?,0.48,?,MIT
?,0.47,0.47,?,0.5,?,0.44,0.26,?
0.63,?,0.5,?,0.5,?,0.51,?,?
?,0.45,0.62,0.25,0.5,0.0,0.59,?,MIT
?,0.67,?,?,0.5,?,?,0.6,?
0.6,?,?,0.11,0.5,?,0.46,0.22,?
?,?,0.57,?,?,?,?,?,?
0.71,?,?,?,?,0.0,?,0.22,?
0.61,?,0.54,0.25,0.5,?,0.5,0.22,?
?,?,?,0.41,?,0.0,0.44,0.11,CYT
?,?,0.66,0.35,0.5,0.0,0.43,0.11,?
?,0.62,?,?,?,0.0,?,0.22,ME2
0.47,?,?,?,?,?,?,?,NUC
?,?,?,?,?,?,0.56,?,?
0.43,0.4,0.6,0.16,?,?,?,?,NUC
?,0.54,0.54,0.13,0.5,0.0,?,0.22,CYT
